관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3140000-101-2018-00058,고기요리왕, 신정동 1032-5,3140000.0,서울특별시 양천구 중앙로34길 15 1층 (신정동),돼지고기구이,"일/15:00 - 새벽 01:00/새벽 00:30 라스트오더
월/15:00 - 새벽 01:00/새벽 00:30 라스트오더
화/15:00 - 새벽 01:00/새벽 00:30 라스트오더
수/15:00 - 새벽 01:00/새벽 00:30 라스트오더
목/15:00 - 새벽 01:00/새벽 00:30 라스트오더
금/15:00 - 새벽 01:00/새벽 00:30 라스트오더
토/15:00 - 새벽 01:00/새벽 00:30 라스트오더
","이베리코꽃목살 : 15,000원
통 삼겹살 : 15,000원
소갈비살 : 18,000원
갈비꽃살 : 26,000원
나가사시짬뽕 : 18,000원
얼큰차돌박이탕 : 18,000원
한우육회 : 22,000원
간장새우장 : 8,000원
",02-2644-9292
3130000-101-2022-00718,팬케이크샵커피, 상암동 2-194 DREAM,3130000.0,서울특별시 마포구 월드컵북로42라길 3 1층 101호 (상암동 DREAM CASTLE),"카페,디저트","매일/09:30 - 19:00
","팬케이크 : 9,000원
애플시나몬 팬케이크 : 13,000원
오텔라 팬케이크 : 13,000원
아메리칸 팬케이크 (브런치) 세트 : 13,900원
아메리카노 : 4,000원
카페라떼 : 4,300원
카페모카 : 5,000원
기라델리초코라떼 : 5,000원
제주녹차라떼 : 5,000원
히비스커스레몬에이드 : 5,000원
레드넥타자몽에이드 : 5,000원
흑임자크림라떼(non caffeine) : 5,500원
",010-7407-0502
3110000-101-2020-00455,은평회관, 대조동,3110000.0,서울특별시 은평구 진흥로 185 2층 (대조동),요리주점,"일/17:00 - 새벽 02:00/새벽 01:30 라스트오더
월/17:30 - 새벽 01:00/새벽 00:30 라스트오더
화/17:30 - 새벽 01:00/새벽 00:30 라스트오더
수/17:30 - 새벽 01:00/새벽 00:30 라스트오더
목/17:30 - 새벽 01:00/새벽 00:30 라스트오더
금/17:00 - 새벽 02:00/새벽 01:30 라스트오더
토/17:00 - 새벽 02:00/새벽 01:30 라스트오더
","우곱새 : 25,000원
우삼겹떡볶이 : 15,000원
마늘치킨 : 15,000원
랍스탕 : 28,000원
김치치즈전 : 11,000원
소곱창떡볶이 : 18,000원
랍곱새 : 35,000원
우곱새 : 25,000원
새우탕 : 16,000원
해물 랍볶이 : 26,000원
소곱창 떡볶이 : 18,000원
",010-4430-1301
3200000-101-2019-00438,소바애, 신림동 1433-90,3200000.0,서울특별시 관악구 남부순환로 1593-10 골드나인 1층 101호 (신림동),한식,등록된 영업시간이 없습니다.,"[1인세트] 냉면 中 1개+사이드(1인분+사이드) : 15,500원
(건강듬뿍) 들나물메밀면(들기름막국수) : 13,000원
(100% 메밀) 얼음 꽁꽁 물냉면 : 12,000원
(해장냉면)화산폭발 매운물냉면(불냉면) : 13,000원
(100% 메밀) 명태회냉면 : 14,000원
[1인세트] 냉면 中 1개+사이드(1인분+사이드) : 15,500원
[2인세트] 냉면 中 2개+사이드(2인분+사이드) : 27,000원
[1인세트] 냉면 中 1개 + 직화불고기(1인분 + 불고기150g) : 19,500원
[2인세트] 냉면 中 2개+직화불고기(2인분 + 불고기150g) : 31,000원
(100% 메밀) 얼음 꽁꽁 물냉면 : 12,000원
(100% 메밀) 별미 비빔냉면 : 12,000원
(건강듬뿍) 들나물메밀면(들기름막국수) : 13,000원
(해장냉면)화산폭발 매운물냉면(불냉면) : 13,000원
(매운맛주의)화산폭발 비빔 냉면(청양고추) : 13,000원
직화불고기(150g) : 8,000원
얇은피 김치만두(5개) : 6,000원
얇은피 고기만두(5개) : 6,000원
메밀전병(2줄) : 5,000원
등심돈까스(1피스) : 4,000원
코카콜라(355ml) : 1,500원
코카콜라(500ml) : 2,000원
칠성사이다(355ml) : 1,500원
칠성사이다(500ml) : 2,000원
",02-882-0416
3040000-101-2022-00289,오버더레인보우, 자양동 769-10 RBW tower,3040000.0,서울특별시 광진구 자양로 129 RBW tower 지하1층 (자양동),"카페,디저트",등록된 영업시간이 없습니다.,"아메리카노 : 3,500원
카페라떼 : 4,300원
카라멜마끼아또 : 4,900원
카페모카 : 4,900원
카푸치노 : 4,300원
에스프레소 : 3,000원
바닐라라떼 : 4,700원
헤이즐럿라떼 : 4,700원
돌체(연유)라떼 : 4,700원
유자/자몽/레몬티 : 3,900원
",등록된 전화번호가 없습니다.
3110000-101-2010-00075,또또커피호프, 대조동 38-30,3110000.0,서울특별시 은평구 진흥로 147 지하1층 (대조동),카페,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-354-5355
3230000-101-2020-00313,무국적식탁, 삼전동 22-2,3230000.0,서울특별시 송파구 석촌호수로 140 지하1층 키친42 113호 (삼전동),한식,"매일/00:00 - 24:00
","차돌순두부찌개 : 8,900원
",070-7707-4867
3130000-101-2022-00717,야끼니꾸소량, 합정동,3130000.0,서울특별시 마포구 포은로 38 1층 우측호 (합정동),한식,"일/15:00 - 24:00
월/17:00 - 24:00
화/17:00 - 24:00
수/17:00 - 24:00
목/17:00 - 24:00
금/17:00 - 24:00
토/15:00 - 24:00
","소량카세 : 39,000원
새우,관자 : 6,000원
하이볼 : 7,000원
하이볼(술 못드시는분추천:)) : 8,000원
니꾸우동 : 6,000원
온센타마고 밥 : 3,000원
모듬야채 : 6,000원
육회 : 9,000원
냉우동 : 6,000원
돼지목살 : 6,100원
특양 : 8,500원
",02-6397-0257
3130000-101-2022-00059,버거스올마이티, 서교동,3130000.0,서울특별시 마포구 잔다리로 21-1 1층 (서교동),햄버거,"일/11:30 - 23:00
월/11:30 - 23:00
화/11:30 - 23:00
수/11:30 - 23:00
목/11:30 - 23:00
금/11:30 - 새벽 05:00
토/11:30 - 새벽 05:00
","아메리칸 치즈버거세트(더블)(더블치즈버거1+ 사이드1+음료1) : 13,000원
아메리칸 치즈버거세트(싱글)(싱글치즈버거1+사이드1+음료1) : 11,000원
부드러운 닭다리살 그릴드 치킨버거세트(버거1+사이드1+음료1) : 12,500원
아메리칸 치즈버거(더블)(더블패티&더블치즈) : 8,500원
아메리칸 치즈버거(싱글)(싱글패티&싱글치즈) : 6,500원
부드러운 닭다리살 그릴드 치킨버거(더블패티+더블치즈) : 8,000원
아메리칸 치즈버거(더블)(더블패티&더블치즈) : 8,500원
아메리칸 치즈버거(싱글)(싱글패티&싱글치즈) : 6,500원
부드러운 닭다리살 그릴드 치킨버거(더블패티+더블치즈) : 8,000원
아메리칸 치즈버거(트리플) : 10,500원
아메리칸 치즈버거(쿼터) : 12,500원
아메리칸 치즈버거세트(더블)(더블치즈버거1+ 사이드1+음료1) : 13,000원
아메리칸 치즈버거세트(싱글)(싱글치즈버거1+사이드1+음료1) : 11,000원
부드러운 닭다리살 그릴드 치킨버거세트(버거1+사이드1+음료1) : 12,500원
아메리칸 치즈버거세트(트리플) : 15,000원
아메리칸 치즈버거세트(쿼터) : 17,000원
프렌치프라이 : 3,000원
케이준프라이 : 3,000원
수제소스 칠리치즈프라이 : 4,500원
펩시콜라(355ml) : 2,000원
칠성사이다(355ml) : 2,000원
마운틴듀(355ml) : 2,000원
제로 펩시 (355ml) : 2,000원
",02-3144-0997
3160000-101-2017-00006,간판없는 신도림 와인바, 구로동 31-2 혜성빌딩,3160000.0,서울특별시 구로구 공원로6다길 20 혜성빌딩 3층 (구로동),와인,"일/정기휴무 (매주 일요일)
월/16:00 - 24:00/23:00 라스트오더
화/16:00 - 24:00/23:00 라스트오더
수/16:00 - 24:00/23:00 라스트오더
목/16:00 - 24:00/23:00 라스트오더
금/16:00 - 24:00/23:00 라스트오더
토/16:00 - 24:00/23:00 라스트오더
","튀긴라구 라비올리 : 25,000원
크림감자 라비올리 : 24,000원
로메스코 페타새우 라비올리 : 25,000원
암꽃게 라비올리 : 25,000원
가지 치즈 오븐구이 : 19,000원
비스큐 파스타 : 19,000원
바질페스토 파스타(여름특선메뉴) : 18,000원
뇨끼 스프 : 20,000원
카치오페페치즈리조또 : 19,000원
볼로네제 파스타 : 21,000원
비텔로 토나토 : 20,000원
여름샐러드(서해소라숙회) : 25,000원
튀긴부라따샐러드 : 18,000원
",010-2243-9140
