관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3120000-101-2022-00170,99냉삼집, 홍은동,3120000.0,서울특별시 서대문구 세검정로 13 2층 (홍은동),돼지고기구이,"화/15:00 - 24:00
수/15:00 - 24:00
목/15:00 - 24:00
금/15:00 - 24:00
토/12:00 - 24:00
일/12:00 - 24:00
월/정기휴무 (매주 월요일)
","급랭삼겹살 : 9,900원
",02-396-9953
3240000-101-2011-00194,힘난다버거, 천호동,3240000.0,서울특별시 강동구 양재대로127길 15 백송빌딩 1층 (천호동),햄버거,"화/11:00 - 21:00/14:30 - 15:30 브레이크타임/20:30 라스트오더
수/11:00 - 21:00/14:30 - 15:30 브레이크타임/20:30 라스트오더
목/11:00 - 21:00/14:30 - 15:30 브레이크타임/20:30 라스트오더
금/11:00 - 21:00/14:30 - 15:30 브레이크타임/20:30 라스트오더
토/11:00 - 21:00/14:30 - 15:30 브레이크타임/20:30 라스트오더
일/정기휴무 (매주 일요일)
월/11:00 - 21:00/14:30 - 15:30 브레이크타임/20:30 라스트오더
","힘난다치즈버거 set : 9,100원
머쉬룸치즈버거 set : 9,400원
베이컨치즈버거 set : 10,400원
힘난다불스버거 set : 10,900원
구운양파치즈버거 set : 10,600원
시금치뽀빠이버거 set : 10,400원
힘난다쉬림프버거 set : 8,300원
불고기버거 set : 8,900원
맥앤치즈버거 set : 10,400원
비프칠리치즈버거 set : 10,400원
힘난다닭가슴살버거 set : 9,100원
더블힘난다치즈버거 set : 13,400원
더블머쉬룸치즈버거 set : 13,900원
더블베이컨치즈버거 set : 15,400원
더블힘난다불스버거 set : 15,900원
",02-477-3025
3120000-101-2020-00280,디진다, 홍은동,3120000.0,서울특별시 서대문구 거북골로 21-7 1층 (홍은동),한식,"매일/18:00 - 새벽 04:00
","깻잎 닭강정 : 15,000원
어니언 닭강정 : 15,000원
치즈닭갈비 : 15,000원
통삼겹바베큐 : 22,000원
로제파스타 : 11,000원
두부김치 : 13,000원
치즈라볶이 : 7,900원
골뱅이 소면 : 14,000원
쭈꾸미볶음(소면) : 14,000원
무뼈불닭발 : 16,000원
돼지불고기 : 11,000원
소세지야채볶음 : 11,000원
김치전 : 9,900원
부추전 : 9,900원
계란말이 : 10,000원
",02-6013-0824
3070000-101-2018-00249,맹구돌곱창, 정릉동,3070000.0,서울특별시 성북구 서경로 69 101호 (정릉동 마이바움),한식,"화/16:00 - 24:00
수/16:00 - 24:00
목/16:00 - 24:00
금/16:00 - 24:00
토/16:00 - 24:00
일/16:00 - 24:00
월/정기휴무 (매주 월요일)
","소곱창모둠 : 18,000원
막창 : 18,000원
대창 : 18,000원
염통구이 : 12,000원
간, 천엽 : 9,000원
볶음밥 : 3,000원
",02-929-3824
3110000-101-2021-00040,돼지게티, 대조동,3110000.0,서울특별시 은평구 역말로9길 40-1 1층 우측호 (대조동),"스파게티,파스타전문",등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-6397-5501
3230000-101-2012-00273,오징어 잡는 남자, 잠실동,3230000.0,서울특별시 송파구 백제고분로9길 27 지상1층 (잠실동),생선회,"매일/16:00 - 새벽 03:00
",등록된 메뉴가 없습니다.,070-7868-8820
3000000-101-2015-00140,산펠리체, 옥인동,3000000.0,서울특별시 종로구 옥인1길 1 1층 (옥인동),이탈리아음식,"화/정기휴무 (매주 화요일)
수/12:00 - 21:30/15:00 - 17:30 브레이크타임/20:45 라스트오더
목/12:00 - 21:30/15:00 - 17:30 브레이크타임/20:45 라스트오더
금/12:00 - 21:30/15:00 - 17:30 브레이크타임/20:45 라스트오더
토/12:00 - 21:30/15:00 - 17:30 브레이크타임/20:45 라스트오더
일/12:00 - 21:30/15:00 - 17:30 브레이크타임/20:45 라스트오더
월/정기휴무 (매주 월요일)
","라구 볼로녜제 탈리아텔레 : 18,000원
시칠리안 생선 스파게티 : 19,000원
알리오 올리오 스파게티 : 15,000원
새우 바질 페스토 카사레체 : 19,000원
화이트 트러플 라구 탈리아텔레 : 22,000원
명란 크림 스파게티 : 19,000원
리코타 올리브 샐러드와 빵 : 16,000원
이탈리안 미트볼과 토마토 : 22,000원
광어 숙성회 카르파치오 : 21,000원
살루미와 치즈 플래터 : 20,000원
",02-730-3827
3050000-101-2022-00187,모찌가, 장안동,3050000.0,서울특별시 동대문구 장한로32길 27 1층 109호 (장안동 삼성그린아파트),"카페,디저트","화/10:00 - 20:00/19:30 라스트오더
수/10:00 - 18:00/17:30 라스트오더
목/10:00 - 20:00/19:30 라스트오더
금/10:00 - 20:00/19:30 라스트오더
토/10:00 - 20:00/19:30 라스트오더
일/정기휴무 (매주 일요일)
월/10:00 - 20:00/19:30 라스트오더
",등록된 메뉴가 없습니다.,02-6956-0077
3200000-101-2015-00431,도깨비포차, 봉천동,3200000.0,서울특별시 관악구 관악로14길 8 지하1층 (봉천동),포장마차,"화/18:00 - 새벽 02:00
수/18:00 - 새벽 02:00
목/18:00 - 새벽 02:00
금/18:00 - 새벽 02:00
토/18:00 - 새벽 01:00
일/18:00 - 새벽 01:00
월/18:00 - 새벽 02:00
","소주 : 4,000원
",02-875-3827
3130000-101-2017-00560,고씨네카레합정교보문고점, 합정동,3130000.0,서울특별시 마포구 월드컵로1길 14 지1층 B110-2호 (합정동 마포한강푸르지오),카레,"매일/11:00 - 20:00/19:01 라스트오더
","돈까스 카레 : 8,500원
소고기 카레 : 8,500원
버섯카레세트 : 11,500원
포크카레세트 : 14,500원
포테이토카레세트 : 11,000원
가츠동 : 8,000원
2인커플세트 : 21,500원
떡갈비카레 : 8,500원
오징어알새우카레 : 8,500원
돼지고기카레 : 8,000원
닭가슴살카레 : 8,000원
버섯카레 : 7,500원
치즈카레 : 7,500원
채소카레 : 7,500원
돈까스카레우동 : 8,500원
",02-332-4797
3200000-101-2018-00115,인생술술, 신림동,3200000.0,서울특별시 관악구 신림로67길 21 1층 101호 (신림동),요리주점,등록된 영업시간이 없습니다.,"목살스테이크 : 22,000원
베이컨치즈감자전 : 18,000원
감바스 : 16,000원
게살크림고로케 : 16,000원
버팔로윙 : 14,000원
",등록된 전화번호가 없습니다.
3150000-101-2012-00178,보돌미역, 등촌동,3150000.0,서울특별시 강서구 양천로 564 1층 134호 (등촌동 1동 두산위브센티움),"백반,가정식","매일/10:30 - 22:00/16:00 - 17:00 브레이크타임
","가자미 미역국 : 10,000원
조개 미역국 : 10,000원
소고기 미역국 : 12,000원
석쇠불고기 정식 : 14,000원
코다리조림 정식 : 14,000원
전복수육 : 39,000원
가자미 미역국 : 10,000원
조개 미역국 : 10,000원
소고기 미역국 : 12,000원
활전복 가자미 미역국 : 15,000원
활전복 조개 미역국 : 15,000원
활전복 회무침(소) : 13,000원
활전복 회무침(중) : 25,000원
전복수육 : 39,000원
석쇠불고기 : 12,000원
모듬 돌새전장 : 37,000원
맛보기 돌게장 : 6,000원
맛보기 새우장 : 5,000원
맛보기 전복장 : 9,000원
가자미 튀김 : 3,000원
볼락 튀김 : 3,500원
간장돌게장(9~10마리) : 30,000원
간장새우장(10마리) : 25,000원
간장전복장(10마리) : 45,000원
간장전복장(15마리) : 67,000원
돌새전장 : 32,000원
음료 : 2,000원
",02-6736-9292
3080000-101-2021-00148,갓츠킹, 번동,3080000.0,서울특별시 강북구 덕릉로51가길 38 1층 (번동),돈가스,"화/정기휴무 (매주 화요일)
수/11:00 - 21:00
목/11:00 - 21:00
금/11:00 - 21:00
토/11:00 - 21:00
일/11:00 - 21:00
월/11:00 - 21:00
","[마블링++] 더블등심가츠 도시락(1인분) : 10,500원
모듬가츠B 도시락(등심,통치즈)(1인분) : 12,900원
스페셜박스(3인분) : 20,900원
매콤새콤달콤 너무 맛있는 쫄면 : 6,500원
[마블링++] 킹박스2(4장) : 12,000원
[마블링++] 킹박스2(5장) : 14,000원
킹받는 매콤새콤달콤 쫄돈(킹박스 1번 + 쫄면) : 17,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 8번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 3번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 4번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 5번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 6번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 7번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 2번 + 쫄면) : 17,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 1번 + 쫄면) : 17,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 2번 + 쫄면) : 17,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 3번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 4번 + 쫄면) : 19,500원
킹받는 매콤새콤달콤 쫄돈(킹박스 5번 + 쫄면) : 19,500원
킹박스 7번 치즈파티박스(2.5인분) : 14,000원
킹박스 8번 스노우치킨박스(2.5인분) : 14,000원
킹박스1(2.5인분) : 12,000원
[마블링++] 킹박스2(4장) : 12,000원
[마블링++] 킹박스2(5장) : 14,000원
킹박스3(2.5인분) : 14,000원
킹박스4(2.5인분) : 14,000원
[통모짜100%] 더블통치즈롤 도시락(1인분) : 14,500원
마그마롤 도시락(1인분) : 14,500원
와사비할라피뇨롤 도시락(1인분) : 14,500원
프리미엄 피크닉 도시락(2인분) : 19,900원
[마블링++] 더블등심가츠 도시락(1인분) : 10,500원
스페셜박스(3인분) : 20,900원
패밀리박스(4인분) : 26,900원
매콤새콤달콤 너무 맛있는 쫄면 : 6,500원
산도박스 : 7,500원
가츠산도 : 5,500원
등심가츠 : 3,000원
통다리살치킨가츠 : 3,000원
함박가츠 : 4,700원
생선가츠 : 4,000원
치킨텐더(1개) : 1,800원
양배추샐러드 : 1,000원
감자튀김 : 2,500원
국물떡볶이 : 3,500원
카레(돈까스와잘어울려요) : 2,500원
꼬마만두튀김 : 3,000원
허니유자소스 : 500원
매운돈까스소스 : 500원
유자타르타르소스 : 500원
태국식칠리마요소스 : 500원
돈까스소스 : 500원
펩시 콜라(500ml) : 1,500원
사이다(500ml) : 1,500원
펩시 제로(500ml) : 1,500원
탐스제로 파인애플(600ml) : 1,500원
",070-4833-1109
