관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3220000-101-2022-00717,에뚜아르, 도곡동,3220000.0,서울특별시 강남구 논현로 176 빌딩 숨 지상2층 (도곡동),양식,"화/18:00 - 24:00/23:00 라스트오더
수/18:00 - 24:00/23:00 라스트오더
목/18:00 - 24:00/23:00 라스트오더
금/18:00 - 24:00/23:00 라스트오더
토/18:00 - 24:00/23:00 라스트오더
일/정기휴무 (매주 일요일)
월/정기휴무 (매주 월요일)
","아뮤즈 부슈 8종 : 38,000원
하우스 메이드 리코타, 토마토 : 18,000원
단새우와 그릴 초당 옥수수 대파 : 24,000원
전복 볼로방, 게우 트러플소스 : 28,000원
미니양배추, 청어캐비어 뵈르블랑 : 21,000원
가자미 뫼니에르 파스타 : 38,000원
오징어 콜리플라워 리조또 : 31,000원
한우 채끝 스테이크 : 54,000원
돈안심 룰라드 : 38,000원
양 프렌치랙 : 46,000원
파마산 페퍼 감자튀김 : 18,000원
초콜렛 타르트 &바닐라 마스카포네 : 16,000원
",010-4172-7898
3210000-101-2014-00609,큐브, 서초동,3210000.0,서울특별시 서초구 서초대로77길 58 11층 (서초동),요리주점,"매일/00:00 - 24:00/10:00 - 17:00 브레이크타임
","앱솔루트500ML세트 : 109,000원
계절과일 : 26,500원
모듬튀김 : 25,500원
",02-534-7171
3230000-101-2022-00381,대성 고깃집, 문정동,3230000.0,서울특별시 송파구 충민로 81-18 일성빌딩 1층 101호 (문정동),한식,"매일/10:00 - 23:00
",등록된 메뉴가 없습니다.,02-473-9298
3020000-101-2022-00277,배드룸, 이태원동,3020000.0,서울특별시 용산구 이태원로 187 지하1층 (이태원동),"맥주,호프",등록된 영업시간이 없습니다.,"VODKA MIX : 8,000원
",등록된 전화번호가 없습니다.
3230000-101-2008-00098,오징어 선수촌, 방이동,3230000.0,서울특별시 송파구 올림픽로32길 21-7 지상1층 (방이동),생선회,"화/17:00 - 새벽 03:00
수/17:00 - 새벽 03:00
목/17:00 - 새벽 03:00
금/17:00 - 새벽 03:00
토/17:00 - 새벽 03:00
일/17:00 - 새벽 03:00
월/정기휴무 (매주 월요일)
","광어회+우럭회 : 38,000원
참돔(도미)회 : 47,000원
오징어회 : 25,000원
생연어 사시미 : 35,000원
오징어 빙수물회 : 28,000원
소라찜(소) : 15,000원
활어회+탕+튀김 : 50,000원
오징어회+탕+튀김 : 54,000원
오징어회+활어회+탕 : 60,000원
광어회(소) : 22,000원
광어회(대) : 37,000원
광어회(중) : 32,000원
우럭회(소) : 23,000원
우럭회(대) : 35,000원
아나고사시미(1마리) : 30,000원
아나고 세꼬시(1마리) : 25,000원
참돔(도미)회 : 47,000원
도다리 세꼬시 : 39,000원
생연어 사시미 : 35,000원
광어 막회(소) : 25,000원
광어 막회(중) : 37,000원
광어 막회(대) : 41,000원
우럭 막회(대) : 41,000원
광어+우럭 막회 : 41,000원
오징어회 : 25,000원
산오징어숙회 : 26,000원
오징어 빙수물회 : 28,000원
오징어통찜 : 28,000원
산낙지 : 22,000원
통우럭 매운탕 (비조리) : 27,000원
광어초밥(10ps) : 18,000원
오징어튀김(소) : 12,000원
새우튀김(소) : 12,000원
서더리매운탕 (비조리) : 10,000원
콜라(500ml) : 2,000원
사이다(500ml) : 2,000원
생수(500ml) : 500원
토닉워터 : 2,000원
",02-417-5582
3230000-101-2022-00380,커피 볶는 아침, 방이동,3230000.0,서울특별시 송파구 오금로11길 45 사보이시티잠실 1층 105호 (방이동),"카페,디저트","화/07:30 - 21:00
수/07:30 - 21:00
목/07:30 - 21:00
금/07:30 - 21:00
토/10:00 - 21:00
일/정기휴무 (매주 일요일)
월/07:30 - 21:00
","핸드드립 : 6,000원
아메리카노 : 4,000원
더블 에스프레소 : 3,500원
",02-418-0306
3200000-101-2008-00194,현 주방 감성포차, 신림동,3200000.0,서울특별시 관악구 난곡로66길 15 (신림동지상1층),포장마차,"매일/17:00 - 새벽 03:00/새벽 02:30 라스트오더
","오징어버터구이 : 15,000원
촉촉반건조오징어 : 13,000원
먹태버터구이 : 13,000원
버팔로윙봉 : 16,000원
닭똥집튀김 : 15,000원
치킨가라아게 : 15,000원
새우튀김 : 15,000원
모듬감자튀김 : 15,000원
번데기탕 : 10,000원
산낙지연포탕 : 30,000원
가리비소라탕 : 30,000원
닭한마리 : 28,000원
닭볶음탕 : 28,000원
소세지순두부찌개 : 17,000원
모듬오뎅탕 : 17,000원
",010-5515-3150
3000000-101-2022-00149,무제 스시, 명륜4가,3000000.0,서울특별시 종로구 대학로9길 22-5 1층 (명륜4가),"초밥,롤","매일/11:30 - 21:00/15:00 - 17:00 브레이크타임/20:30 라스트오더
","스시C : 22,000원
스시B : 18,000원
스시A : 15,000원
",010-5762-7399
3180000-101-2022-00294,셰프의 아이들, 당산동1가,3180000.0,서울특별시 영등포구 당산로 102 (당산동1가),베이커리,"매일/09:00 - 22:00
","드립커피 : 4,000원
",02-2088-2914
3180000-101-2020-00213,커피한잔, 영등포동3가,3180000.0,서울특별시 영등포구 영등포로46길 3-1 2층 (영등포동3가),"카페,디저트","매일/12:00 - 23:00
","아메리카노 : 3,800원
",070-7543-8587
