관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3220000-101-2016-01063,강남호프, 자곡동,3220000.0,서울특별시 강남구 자곡로3길 21 상가3동 지2층 비207호 (자곡동 엘에이치강남힐스테이트),"맥주,호프",등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-445-8488
3080000-101-2021-00096,블레드, 미아동,3080000.0,서울특별시 강북구 오패산로52길 29 규환빌딩 1층 (미아동),"치킨,닭강정","매일/14:00 - 24:00
","핫소이올리오(숙성간장과 마늘의 만남) : 16,900원
소이올리오(숙성간장이마늘과만난다면) : 16,900원
멕치즈뿌링(멕시칸 스타일 치즈믹스) : 17,900원
청양맵닭(청양고추로 매운맛을 제대로) : 17,900원
양념치킨(천연당 양념소스의 마법) : 16,900원
오트밀후라이드 : 15,900원
",02-985-9992
3160000-101-2016-00285,리콰이어 커피, 개봉동,3160000.0,서울특별시 구로구 고척로19길 2 12층 (개봉동),"카페,디저트","수/09:00 - 20:00/19:30 라스트오더
목/09:00 - 20:00/19:30 라스트오더
금/09:00 - 20:00/19:30 라스트오더
토/10:30 - 20:00/19:30 라스트오더
일/10:30 - 17:00/16:30 라스트오더
월/정기휴무 (매주 월요일)
화/09:00 - 20:00/19:30 라스트오더
","디저트 : 변동
블랜딩아이스티 : 5,500원
크림쑥라떼 : 5,500원
아이스아메리카노 : 3,800원
AC 퍼치스 티 : 5,000원
에이드 : 5,000원
크림바닐라 : 5,500원
쏠티드캐러멜라떼 : 5,500원
아인슈페너 : 5,000원
필터커피 : 변동
콜드브루 : 5,000원
연유라떼 : 4,800원
바닐라라떼 : 4,800원
스몰라떼 : 4,300원
카페라떼 : 4,300원
",02-4254-0910
3220000-101-2012-01052,골목대장, 청담동,3220000.0,서울특별시 강남구 도산대로 507 지하1층 (청담동),포장마차,"수/18:00 - 새벽 04:00
목/18:00 - 새벽 04:00
금/18:00 - 새벽 04:00
토/18:00 - 새벽 04:00
일/정기휴무 (매주 일요일)
월/18:00 - 새벽 04:00
화/18:00 - 새벽 04:00
","물회 : 39,000원
골목대장 안주한상 : 29,000원
통오징어 해물탕 : 35,000원
막회/세꼬시 : 19,000원
국물 닭발 : 18,000원
해물 떡볶이 : 18,000원
",070-7778-5506
3170000-101-2018-00201,수작카츠, 독산동,3170000.0,서울특별시 금천구 두산로 70 현대지식산업센터 지하1층 티-엘120호 (독산동),돈가스,"수/10:00 - 21:00/15:30 - 16:30 브레이크타임/20:30 라스트오더
목/10:00 - 21:00/15:30 - 16:30 브레이크타임/20:30 라스트오더
금/10:00 - 21:00/15:30 - 16:30 브레이크타임/20:30 라스트오더
토/10:00 - 17:30/17:00 라스트오더
일/정기휴무 (매주 일요일)
월/10:00 - 21:00/15:30 - 16:30 브레이크타임/20:30 라스트오더
화/10:00 - 21:00/15:30 - 16:30 브레이크타임/20:30 라스트오더
","히야시소바 세트인기대표 : 11,000원
수작카츠인기대표 : 9,500원
등심카츠인기 : 9,000원
김치카츠나베매운맛1단계인기 : 9,000원
타마고카츠동인기대표 : 9,000원
수작카츠인기대표 : 9,500원
히야시소바 세트인기대표 : 11,000원
간사이어묵우동 세트대표 : 11,000원
타마고카츠동인기대표 : 9,000원
수작카츠인기대표 : 9,500원
등심카츠인기 : 9,000원
모짜치즈카츠 : 10,000원
치즈듬뿍매운돈카츠매운맛2단계 : 10,000원
김치카츠나베매운맛1단계인기 : 9,000원
돈카츠김치우동 : 8,500원
간사이어묵우동 : 8,500원
간사이어묵우동 세트대표 : 11,000원
히야시소바 : 8,500원
히야시소바 세트인기대표 : 11,000원
비빔냉소바매운맛1단계 : 8,500원
비빔냉소바 세트매운맛1단계 : 11,000원
타마고카츠동인기대표 : 9,000원
김치치즈카츠동 : 8,500원
곁들임돈카츠 : 4,500원
가라아게튀김 : 4,500원
모짜치즈볼 : 4,000원
콜라 : 2,000원
사이다 : 2,000원
테라 : 4,500원
카스 : 4,500원
",02-2169-2266
3160000-101-2022-00165,찬스더밥, 개봉동,3160000.0,서울특별시 구로구 고척로 105 1층 102호 (개봉동),"육류,고기요리","매일/11:00 - 21:00
","규동 (소고기덮밥) : 12,000원
테리야끼 덮밥 : 12,000원
갈릭새우 덮밥 : 12,000원
제육덮밥 : 9,000원
제네럴덮밥 : 11,000원
야채우동 : 7,000원
어묵우동 : 9,000원
김치우동 : 9,000원
볶음우동 : 10,000원
야끼소바 : 11,000원
야채볶음밥 : 9,000원
치킨볶음밥 : 10,000원
김치볶음밥 : 9,000원
참치볶음밥 : 10,000원
베이컨볶음밥 : 10,000원
규동 (소고기덮밥) : 12,000원
테리야끼 덮밥 : 12,000원
일식카레 덮밥 : 10,000원
하야시 덮밥 : 10,000원
갈릭새우 덮밥 : 12,000원
핫데리야끼 순살치킨 : 16,000원
낙지볶음 : 16,000원
제육볶음 : 16,000원
쿵파오 순살치킨 : 16,000원
제네럴 순살치킨 : 16,000원
공기밥 : 1,000원
면사리 : 2,000원
교자(7개) : 5,000원
콘샐러드 : 5,000원
코카콜라(355ml) : 2,000원
칠성사이다(355ml) : 2,000원
",02-2060-6787
3020000-101-2022-00264,구니스, 한강로2가,3020000.0,서울특별시 용산구 한강대로44길 21 1층 (한강로2가),"카페,디저트","매일/11:00 - 23:00/22:00 라스트오더
","goonies nuts : 6,000원
hell rum : 6,600원
espresso : 2,000원
strappazato : 2,500원
sinamon sugar : 3,000원
conpanna : 3,500원
granita : 4,500원
",02-794-8999
3170000-101-2022-00116,가산 칼국수 보쌈, 가산동,3170000.0,서울특별시 금천구 가산디지털2로 53 한라시그마밸리 1층 101호 (가산동),한식,"수/11:00 - 21:00/15:00 - 17:00 브레이크타임
목/11:00 - 21:00/15:00 - 17:00 브레이크타임
금/11:00 - 21:00/15:00 - 17:00 브레이크타임
토/11:00 - 15:00
일/정기휴무 (매주 일요일)
월/11:00 - 21:00/15:00 - 17:00 브레이크타임
화/11:00 - 21:00/15:00 - 17:00 브레이크타임
","보쌈정식 : 9,000원
칼국수 (미니꼬막비빔밥) : 8,000원
실속있는 세트메뉴 : 33,000~55,000
간장게장 : 12,000원
보쌈+오징어숙회김치 : 20,000원
찐만두(고기, 김치, 반반) : 6,000원
냉채보쌈 : 10,000원
꼬막비빔밥 : 9,000원
",02-856-3887
3180000-101-2022-00268,냐옹지마, 문래동4가,3180000.0,서울특별시 영등포구 도림로141다길 13-2 1층 (문래동4가),일본식라면,"수/18:00 - 23:30/20:30 - 21:00 브레이크타임
목/18:00 - 23:30/20:30 - 21:00 브레이크타임
금/18:00 - 23:30/20:30 - 21:00 브레이크타임
토/18:00 - 23:30/20:30 - 21:00 브레이크타임
일/정기휴무 (매주 일요일)
월/정기휴무 (매주 월요일)
화/18:00 - 23:30/20:30 - 21:00 브레이크타임
",등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3140000-101-2018-00162,형제민물장어, 신월동,3140000.0,서울특별시 양천구 지양로 57 A동 지상1층 (신월동),한식,"수/12:00 - 22:00
목/12:00 - 22:00
금/12:00 - 22:00
토/12:00 - 22:00
일/12:00 - 22:00
월/12:00 - 22:00
화/정기휴무 (매주 화요일)
","순살600g : 67,000원
",02-2690-2604
3150000-101-2008-00122,낭만스케치, 가양동,3150000.0,서울특별시 강서구 강서로74길 8 2층 (가양동 1동),라이브카페,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-3662-5888
3070000-101-2015-00288,스텔라앤클라라, 하월곡동,3070000.0,서울특별시 성북구 종암로38길 45 (하월곡동),카페,"수/08:00 - 19:00
목/08:00 - 19:00
금/08:00 - 19:00
토/11:00 - 17:00
일/11:00 - 17:00
월/08:00 - 19:00
화/08:00 - 19:00
","카페라떼 : 3,500원
아메리카노 : 3,000원
",010-8312-2334
3190000-101-1991-00257,우리, 노량진동,3190000.0,서울특별시 동작구 만양로14가길 18 (노량진동),요리주점,"매일/11:00 - 24:00
","비빔밥 : 5,000원
돌솥비빔밥 : 5,500원
제육덮밥 : 5,500원
돌솥제육덮밥 : 6,000원
김치덮밥 : 5,000원
오므라이스 : 5,000원
계란라면 + 공기밥 : 4,500원
콩나물라면 : 4,500원
라볶이 : 4,500원
잔치국수 : 5,000원
물냉면 : 5,500원
부대찌개 : 5,000원
순두부찌개 : 5,000원
청국장 : 5,000원
김치찌개 : 5,000원
",02-817-8468
3000000-101-2022-00140,카와 커피 하우스, 창신동,3000000.0,서울특별시 종로구 창신길 125 1층 (창신동),"카페,디저트","수/09:00 - 18:00/17:00 라스트오더
목/09:00 - 18:00/17:00 라스트오더
금/09:00 - 18:00/17:00 라스트오더
토/09:00 - 18:00/17:00 라스트오더
일/정기휴무 (매주 일요일)
월/09:00 - 18:00/17:00 라스트오더
화/09:00 - 18:00/17:00 라스트오더
","아메리카노 : 3,000원
",010-8388-1787
3150000-101-2019-00440,연탄피는남자, 화곡동,3150000.0,서울특별시 강서구 곰달래로59길 30-1 1층 (화곡동),"육류,고기요리","수/11:00 - 23:00/14:00 - 17:00 브레이크타임
목/11:00 - 23:00/14:00 - 17:00 브레이크타임
금/11:00 - 23:00/14:00 - 17:00 브레이크타임
토/11:00 - 23:00/14:00 - 17:00 브레이크타임
일/정기휴무 (매주 일요일)
월/11:00 - 23:00/14:00 - 17:00 브레이크타임
화/11:00 - 23:00/14:00 - 17:00 브레이크타임
","도래창 : 8,000원
돼지부속모듬 : 22,000원
연탄석쇠불고기(술안주) : 20,000원
연탄돼지불백(점심식사) : 8,000원
",070-7537-3440
3080000-101-2005-00218,청춘 무한리필 조개구이, 수유동,3080000.0,서울특별시 강북구 노해로 32 (수유동),한식,"수/15:30 - 24:00
목/15:30 - 24:00
금/15:30 - 24:00
토/13:00 - 24:00
일/13:00 - 24:00
월/15:30 - 24:00
화/15:30 - 24:00
","무한리필 조개구이 : 32,000원
",070-8648-3898
3010000-101-2021-00381,남대문떡갈비+, 남대문로4가,3010000.0,서울특별시 중구 남대문시장길 31 106호 (남대문로4가),한식,"수/10:00 - 18:00
목/10:00 - 18:00
금/10:00 - 18:00
토/10:00 - 18:00
일/정기휴무 (매주 일요일)
월/10:00 - 18:00
화/10:00 - 18:00
","수제떡갈비 4장(720g) : 10,000원
수제볼카츠 : 2,000원
수제떡갈비 1장(180g) : 3,000원
생반죽(900g) : 10,000원
",02-2088-2466
3170000-101-1982-04512,역전할머니맥주, 시흥동,3170000.0,서울특별시 금천구 시흥대로56길 13 (시흥동 지상1층),"맥주,호프","매일/16:00 - 새벽 06:00/새벽 05:30 라스트오더
","살얼음 생맥주 500cc : 3,300원
오징어입 : 7,000원
먹태 : 13,000원
옛날통닭 : 12,000원
치즈라볶이 : 8,000원
할매네 아귀튀김 : 9,000원
할매네 순대튀김 : 6,000원
",02-808-5954
3190000-101-2000-07596,대만족, 신대방동,3190000.0,서울특별시 동작구 신대방길 114 (신대방동),"족발,보쌈","수/15:00 - 24:00
목/15:00 - 24:00
금/15:00 - 24:00
토/15:00 - 24:00
일/15:00 - 24:00
월/15:00 - 24:00
화/정기휴무 (매주 화요일)
","족발(中) 2인+과일막국수 : 31,000원
족보셋트 중(2~3人)+과일막국수 : 41,000원
겉저리 보쌈 중(2人)+과일막국수 : 31,000원
마늘족발 중(2人)+과일막국수 : 34,000원
마늘보쌈 중(2人)+과일막국수 : 34,000원
불족발 중(2人)+과일막국수 : 33,000원
불족발 반반(3人)+과일막국수 : 40,000원
족발 대(3人)+과일막국수 : 37,000원
족발 특대(4人)+과일막국수 : 41,000원
겉저리 보쌈 대(3人)+과일막국수 : 37,000원
겉저리 보쌈 특대(4人)+과일막국수 : 41,000원
족보셋트 대(4人)+과일막국수 : 55,000원
족보셋트 특대(5人)+과일막국수 : 59,000원
마늘족발 대(3人)+과일막국수 : 40,000원
마늘족발 특대(4人)+과일막국수 : 44,000원
",070-7612-9233
3080000-101-2022-00136,식껍, 수유동,3080000.0,서울특별시 강북구 한천로140길 38 1층 (수유동),"육류,고기요리","매일/11:30 - 23:30/23:00 라스트오더
","꼬들목살 : 15,000원
등심덧살 : 15,000원
삼겹살 : 15,000원
치마살 : 15,000원
[세트메뉴] 생고기모듬 2인 : 44,000원
[세트메뉴] 생고기모둠 3~4인 : 73,000원
불쭈꾸미 : 15,000원
쫀득꼬리살 : 14,000원
오도독갈비 : 14,000원
벌집껍데기 : 7,500원
[사이드메뉴] 날치볶음밥 : 6,000원
[사이드메뉴] 후식 부산밀면 : 5,000원
[사이드메뉴] 콩나물 해장라면 : 4,000원
[사이드메뉴] 청된장술밥 : 4,000원
[사이드메뉴] 통새우 볶음밥 : 5,000원
",070-7613-9292
3230000-101-2021-00144,거기시켜 덮밥&간식 , 석촌동,3230000.0,서울특별시 송파구 백제고분로 365 태문빌딩 지하1층 105호 (석촌동),덮밥,"매일/08:00 - 22:00
","[구운삼겹살&볶음김치 백반덮밥] : 12,500원
[치즈닭갈비&볶음김치 백반덮밥] : 13,500원
[돼지불백&볶음김치 도시락] : 11,900원
[숙성한제육&볶음김치 도시락] : 11,500원
이영자표 소떡소떡 : 3,500원
명품일품 타코야끼(미니팩 5알) : 4,500원
명품일품 타코야끼(한팩 10알) : 8,500원
[구운삼겹살&볶음김치 백반덮밥] : 12,500원
[차돌박이&볶음김치 덮밥] : 13,900원
[숙성한제육&볶음김치 도시락] : 11,500원
[돼지불백&볶음김치 도시락] : 11,900원
[닭갈비&볶음김치 덮밥] : 11,900원
[양념LA갈비&볶음김치덮밥] : 16,900원
[매콤달콤낙지&볶음김치 덮밥] : 15,900원
[매콤달콤쭈꾸미&볶음김치 덮밥] : 14,900원
명품일품 타코야끼(미니팩 5알) : 4,500원
명품일품 타코야끼(한팩 10알) : 8,500원
이영자표 소떡소떡 : 3,500원
버팔로 윙(미니팩) : 4,500원
버팔로 윙(한팩) : 8,900원
코카 콜라(뚱캔) : 1,700원
제로 코카콜라(뚱캔) : 1,700원
스프라이트(뚱캔) : 1,700원
환타 포도(뚱캔) : 1,700원
환타 오렌지(뚱캔) : 1,700원
",등록된 전화번호가 없습니다.
