관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3140000-101-2022-00117,미식공감, 신정동,3140000.0,서울특별시 양천구 목동로25길 12 1층 102호 (신정동),이탈리아음식,"화/17:00 - 22:00/21:00 라스트오더
수/17:00 - 22:00/21:00 라스트오더
목/17:00 - 22:00/21:00 라스트오더
금/17:00 - 22:00/21:00 라스트오더
토/12:00 - 21:00/20:00 라스트오더
일/12:00 - 21:00/20:00 라스트오더
월/정기휴무 (매주 월요일)
","Grilled Beef Ribs : 36,000원
Ottopodi : 15,000원
Pasta aglio e olio : 20,000원
",070-8840-2845
3180000-101-2021-00443,문래발할라 창작돼지, 문래동3가,3180000.0,서울특별시 영등포구 도림로128길 15 1층 (문래동3가),한식,"화/11:30 - 23:59/22:29 라스트오더
수/11:30 - 23:59/22:29 라스트오더
목/11:30 - 23:59/22:29 라스트오더
금/11:30 - 23:59/22:29 라스트오더
토/13:00 - 23:59/22:29 라스트오더
일/13:00 - 23:59/22:29 라스트오더
월/정기휴무 (매주 월요일)
","프리미엄 한돈 가브리살 180g : 15,900원
프리미엄 한돈 삼겹살 180g : 15,900원
프리미엄 한돈 목살 180g : 15,900원
멜젓 : 2,000원
된장찌개 : 2,900원
옛날도시락 : 1,900원
비빔냉면 : 6,900원
물냉면 : 6,900원
명랑스컬 : 12,500원
서울의밤 : 15,000원
전주이강주 : 21,000원
안동진맥소주 : 29,000원
",0507-1446-2566
3220000-101-2021-01033,에이치마켓, 논현동,3220000.0,서울특별시 강남구 선릉로 739 지하1지상1층 (논현동),베이커리,"화/09:00 - 22:00/21:00 라스트오더
수/09:00 - 22:00/21:00 라스트오더
목/09:00 - 22:00/21:00 라스트오더
금/09:00 - 22:00/21:00 라스트오더
토/09:00 - 22:00/21:00 라스트오더
일/09:00 - 22:00/21:00 라스트오더
월/정기휴무 (매주 월요일)
","아메리칸 BF : 17,900원
라자냐 샌드위치 : 21,900원
소금빵 : 3,600원
리얼진심생딸기 조각케익 : 9,500원
아메리칸 BF : 17,900원
브로컬리 스프 : 9,500원
양송이 스프 : 9,500원
샤인베리 부라따치즈샐러드 : 15,900원
당근라페치킨콥샐러드(healthy super food) : 15,900원
에이치 마켓 요거트 : 9,500원
쉬림프알리오올리오파스타 : 18,800원
오리엔탈명란파스타 : 18,800원
라자냐 샌드위치 : 21,900원
뉴욕 그릴 치즈 샌드위치 : 16,900원
로제 떡볶이 : 19,800원
리얼진심생딸기 조각케익 : 9,500원
블랙빵샌드위치 : 9,500원
아보카도샌드위치 : 9,500원
카프레제치아바타 : 9,500원
에그치아바타 : 9,500원
잠봉뵈르 크로와상 : 9,900원
갈릭 소금빵 : 5,500원
대파치즈 소금빵 : 5,500원
소금빵 : 3,600원
체리 슈크림 페스츄리 : 6,600원
딸기 슈크림 페스츄리 : 6,600원
크랜베리 스콘 : 4,500원
갈릭 스콘 : 4,500원
녹차 스콘 : 4,500원
무화과 스콘 : 4,500원
바질 스콘 : 4,500원
아메리카노(HOT) : 6,000원
아메리카노(디카페인HOT) : 6,000원
아메리카노(디카페인ICE) : 6,000원
아메리카노(ICED) : 6,000원
라떼(HOT) : 7,000원
망고 스무디 : 9,900원
자두에이드 : 8,800원
바질토마토에이드 : 8,800원
파인애플 에이드 : 8,800원
얼그레이(HOT) : 7,000원
얼그레이(ICE) : 7,000원
캐모마일(HOT) : 7,000원
캐모마일(ICE) : 7,000원
애플 티(HOT) : 7,000원
",02-512-8050
3230000-101-2022-00256,깨돌이 김밥, 송파동,3230000.0,서울특별시 송파구 가락로 136 우일빌딩 1층 102호 (송파동),종합분식,"매일/09:00 - 21:00
","고기만두 : 4,000원
김치만두 : 4,000원
야채김밥 : 2,500원
참치김밥 : 3,500원
고추김밥 : 3,500원
",02-414-1999
3100000-101-2014-00402,매머드 익스프레스, 중계동,3100000.0,서울특별시 노원구 한글비석로 384 대호프라자 1층 125-1호 (중계동),카페,"매일/09:00 - 22:00/21:50 라스트오더
","에그타르트N : 1,700원
플레인 크로플N : 2,500원
치즈 크로플N : 2,800원
밀크쉐이크(ONLY ICE)N : 4,000원
초코 밀크쉐이크(ONLY ICE)N : 4,500원
솔티카라멜 밀크쉐이크(ONLY ICE)N : 4,500원
피넛버터 밀크쉐이크(ONLY ICE)N : 4,500원
디카페인 콜드브루N : 2,200원
디카페인 콜드브루 라떼N : 3,000원
디카페인 돌체 콜드브루 라떼N : 3,300원
디카페인 달고나 콜드브루 라떼N : 5,000원
버블버블팝 프라페N : 5,300원
민트초코 프라페N : 4,400원
자바칩 프라페N : 4,400원
피스타치오 아몬드 프라페N : 4,400원
쿠키앤크림 치즈스틱케이크N : 2,400원
플레인 치즈스틱케이크N : 2,400원
인크레드불 화이트N : 3,000원
매머드 미니 밤양갱N : 1,500원
퍼플 피치티N : 3,500원
리얼 자두 에이드N : 4,000원
레몬 셔벗 포멜로 티N : 4,500원
성주 참외 스무디N : 4,800원
아메리카노인기 : 900원
카페 라떼인기 : 1,900원
토피넛 샷 라떼대표 : 2,700원
치즈 폼 밀크티대표 : 3,500원
달고나 라떼대표 : 3,700원
매머드에이드 (자몽+오렌지+레몬)대표 : 3,900원
토피넛 샷 라떼대표 : 2,700원
아메리카노인기 : 900원
꿀커피 : 1,500원
카페 라떼인기 : 1,900원
꿀 라떼 : 2,200원
바닐라 라떼 : 2,200원
아몬드 라떼 : 2,200원
카페 모카 : 2,400원
헤이즐넛 커피 : 1,800원
헤이즐넛 라떼 : 2,500원
녹차 샷 라떼 : 2,700원
베트남 연유 커피 : 2,300원
바나나 달달 커피 : 2,300원
치즈 폼 밀크티대표 : 3,500원
달고나 라떼대표 : 3,700원
초코 라떼 : 2,000원
고구마 라떼 : 2,300원
토피넛 라떼 : 2,400원
녹차 라떼 : 2,400원
오레오크림 초코 라떼 : 3,300원
로얄 밀크티 : 3,000원
아몬드 밀크티 : 3,300원
로티의 츄러스 라떼 : 4,000원
리얼 자두 에이드N : 4,000원
레몬 셔벗 포멜로 티N : 4,500원
매머드에이드 (자몽+오렌지+레몬)대표 : 3,900원
인크레드불 화이트N : 3,000원
퍼플 피치티N : 3,500원
얼그레이티 : 3,700원
레몬&오렌지(홍차) : 3,700원
캐모마일 : 3,700원
페퍼민트 : 3,700원
유자 티 / 에이드 : 2,300원
레몬밤 민트티 : 3,500원
깔라만시 에이드 : 3,600원
장수 오미자 에이드 : 3,600원
한라봉 티 / 에이드 : 3,500원
자몽 티 / 에이드 : 3,500원
블루레몬 티 / 에이드 : 3,500원
히비스커스 유자티 : 3,500원
복숭아 아이스티 : 3,500원
지리산 청매실티 : 4,000원
인크레드불 : 3,000원
성주 참외 스무디N : 4,800원
밀크쉐이크(ONLY ICE)N : 4,000원
초코 밀크쉐이크(ONLY ICE)N : 4,500원
솔티카라멜 밀크쉐이크(ONLY ICE)N : 4,500원
피넛버터 밀크쉐이크(ONLY ICE)N : 4,500원
버블버블팝 프라페N : 5,300원
민트초코 프라페N : 4,400원
자바칩 프라페N : 4,400원
피스타치오 아몬드 프라페N : 4,400원
바나나 초코칩 프라페 : 3,800원
오레오 초코 프라페 : 4,200원
바닐라 퐁 프라페 : 3,800원
초코 퐁 프라페 : 3,800원
바나나 퐁 프라페 : 3,800원
플레인 요거트 스무디 : 3,900원
블루베리 요거트 스무디 : 3,900원
매직 소다 아일랜드 : 4,800원
에그타르트N : 1,700원
플레인 크로플N : 2,500원
치즈 크로플N : 2,800원
쿠키앤크림 치즈스틱케이크N : 2,400원
플레인 치즈스틱케이크N : 2,400원
매머드 미니 밤양갱N : 1,500원
쿠키 : 1,500원
미니쁘띠 마카롱 : 2,900원
마카롱 : 1,500원
쇼콜라아메르케이크 : 4,500원
클래식치즈케이크 : 4,500원
당근케이크 : 4,500원
비스킷슈 : 1,900원
매머드 마카다미아 쿠키 : 2,500원
매머드 라즈베리 필링스콘 : 3,300원
로리의 미니 도너츠 세트 : 6,000원
디카페인 콜드브루N : 2,200원
디카페인 콜드브루 라떼N : 3,000원
디카페인 돌체 콜드브루 라떼N : 3,300원
디카페인 달고나 콜드브루 라떼N : 5,000원
",0507-1395-0480
3160000-101-2017-00024,은하수, 구로동,3160000.0,서울특별시 구로구 구로동로28길 17 1층 (구로동),"육류,고기요리",등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3150000-101-2022-00169,노랑통닭, 화곡동,3150000.0,서울특별시 강서구 화곡로21길 71 1층 110호 (화곡동 스위트드림아파트),"치킨,닭강정","매일/15:00 - 24:00/23:00 라스트오더
","뿌리노랑 치킨(콤보/순살) : 21,000원
뿌리노랑 치킨 레귤러(순살) : 19,000원
알싸한 마늘치킨(순살) : 21,000원
알싸한 마늘치킨 레귤러(순살) : 19,000원
바삭 누룽지 치킨(뼈/순살) : 20,000원
바삭 누룽지 치킨 레귤러(순살) : 18,000원
엄청 큰 양념 치킨(뼈/순살) : 20,000원
엄청 큰 양념 치킨 레귤러(순살) : 18,000원
3종 치즈볼 : 5,000원
엄청 큰 후라이드 치킨(뼈/순살) : 18,000원
엄청 큰 후라이드 치킨 레귤러(순살) : 16,000원
엄청 큰 깐풍 치킨(뼈/순살) : 20,000원
엄청 큰 깐풍 치킨 레귤러(순살) : 18,000원
순살 3종 세트 : 21,000원
엄청 큰 반반치킨(후/양)(뼈/순살) : 19,000원
",02-2606-4140
3150000-101-2016-00205,나라구한닭 정통닭갈비, 등촌동,3150000.0,서울특별시 강서구 강서로 378 1층 105호 (등촌동 3동),닭갈비,"화/11:30 - 23:00/16:00 - 17:00 브레이크타임
수/11:30 - 23:00/16:00 - 17:00 브레이크타임
목/11:30 - 23:00/16:00 - 17:00 브레이크타임
금/11:30 - 23:00/16:00 - 17:00 브레이크타임
토/11:30 - 23:00
일/11:30 - 23:00
월/11:30 - 23:00/16:00 - 17:00 브레이크타임
","정통 닭갈비 : 13,000원
콩나물 닭갈비 : 14,000원
치즈 찍먹 닭갈비 : 15,000원
춘천 정통 막국수 : 8,000원
돌판 볶음밥 : 7,500원
감자전 : 9,000원
[점심메뉴] 누룽지 닭갈비 덮밥 : 10,000원
[점심메뉴]닭고기 카오랏(태국식 덮밥 : 8,500원
[점심메뉴]닭국밥 : 6,500원
하이볼 : 6,500원
",0507-1422-2239
3090000-101-2022-00068,그리운 시장족발, 창동,3090000.0,서울특별시 도봉구 도봉로110나길 31 1층 102호 (창동),"족발,보쌈","매일/12:00 - 22:00
","국내산족발 : 23,000원
",02-998-8959
3220000-101-2022-00491,얼오브샌드위치, 신사동,3220000.0,서울특별시 강남구 도산대로49길 16 한창상가 지상1층 103호 (신사동),샌드위치,"화/10:30 - 21:00/20:30 라스트오더
수/10:30 - 21:00/20:30 라스트오더
목/10:30 - 21:00/20:30 라스트오더
금/10:30 - 21:00/20:30 라스트오더
토/11:00 - 21:00/20:30 라스트오더
일/11:00 - 20:00/19:30 라스트오더
월/10:30 - 21:00/20:30 라스트오더
","치폴레 치킨 아보카도 : 9,900원
얼스 클럽 : 9,900원
풀 몬테규 : 10,900원
오리지날 1762 : 10,900원
풀 몬테규 : 10,900원
오리지날 1762 : 10,900원
치폴레 치킨 아보카도 : 9,900원
얼스 클럽 : 9,900원
이탈리안 : 8,900원
치킨 시저 : 5,500원
하우스 샐러드 : 5,500원
치즈 피자 빵 : 5,900원
페퍼로니 피자 빵 : 6,900원
치킨윙(buffalo wing 4pcs) : 3,900원
치킨윙(buffalo wing 6pcs) : 5,900원
웨지 감자(200g) : 3,900원
펩시 콜라(500ml) : 2,000원
펩시 콜라 제로(500ml) : 2,000원
칠성 사이다(500ml) : 2,000원
칠성 사이다 제로(500ml) : 2,000원
델몬트 오렌지(400ml) : 3,000원
",0507-1319-6953
