관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3110000-101-2020-00436,수다방, 대조동,3110000.0,서울특별시 은평구 진흥로 121-7 지1층 (대조동),다방,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3040000-101-2003-00007,산골닭갈비, 구의동,3040000.0,서울특별시 광진구 구의강변로7길 5 (구의동),닭갈비,"매일/11:00 - 22:00/15:30 - 16:30 브레이크타임
","밥볶음 : 3,000원
뼈없는닭갈비 160g : 13,000원
닭내장(동절기) : 13,000원
닭사리 320g : 13,000원
우동사리 : 2,000원
떡사리 : 2,000원
라면사리 : 2,000원
",02-444-7985
3040000-101-2022-00250,선옥, 중곡동,3040000.0,서울특별시 광진구 용마산로2길 15 1층 (중곡동),한식,"매일/00:00 - 24:00/23:30 라스트오더
","참다랑어 소,중,대 : 40,000원
",010-3996-5383
3210000-101-2017-00456,서초목살, 서초동,3210000.0,서울특별시 서초구 강남대로43길 15 1층 (서초동),돼지고기구이,"월/11:00 - 22:00
화/11:00 - 22:00
수/11:00 - 22:00
목/11:00 - 22:00
금/11:00 - 22:00
토/16:00 - 22:00
일/16:00 - 22:00
","숙성 통목살 : 15,000원
숙성 통삼겹살 : 15,000원
숙성 항정살 : 18,000원
김치찌개 : 8,000원
",02-588-1288
3220000-101-2022-00843,마라명장, 논현동,3220000.0,서울특별시 강남구 도산대로30길 32 지상1층 (논현동),중식당,"월/11:30 - 21:00/15:30 - 17:00 브레이크타임/20:30 라스트오더
화/11:30 - 21:00/15:30 - 17:00 브레이크타임/20:30 라스트오더
수/11:30 - 21:00/15:30 - 17:00 브레이크타임/20:30 라스트오더
목/11:30 - 21:00/15:30 - 17:00 브레이크타임/20:30 라스트오더
금/11:30 - 21:00/15:30 - 17:00 브레이크타임/20:30 라스트오더
토/11:30 - 19:00/18:30 라스트오더
일/정기휴무 (매주 일요일)
","꿔바로우 : 11,900원
마라샹궈 : 변동
마라탕 : 변동
테라 : 6,000원
카스 : 6,000원
칭따오 : 7,000원
참이슬 : 5,000원
처음처럼 : 5,000원
진로 : 5,000원
연태고량주 : 13,000원
꽃빵 튀김 : 6,900원
마라오이 : 4,900원
쇼룽바우 : 4,900원
숙주볶음면 : 9,900원
파인애플 계란볶음밥 : 7,900원
",02-511-3324
3230000-101-2020-00333,국민통닭, 석촌동,3230000.0,서울특별시 송파구 송파대로49길 50 석촌호수나인파크 B동 1층 102호 (석촌동),"치킨,닭강정","월/16:00 - 새벽 02:00/새벽 01:30 라스트오더
화/16:00 - 새벽 02:00/새벽 01:30 라스트오더
수/16:00 - 새벽 02:00/새벽 01:30 라스트오더
목/16:00 - 새벽 02:00/새벽 01:30 라스트오더
금/16:00 - 새벽 02:00/새벽 01:30 라스트오더
토/13:00 - 새벽 02:00/새벽 01:30 라스트오더
일/13:00 - 새벽 02:00/새벽 01:30 라스트오더
","국민통닭 : 14,000원
청양숙주 샐러드 : 5,000원
마늘간장치킨 반마리-닭다리살100% : 14,000원
닭강정 매운맛 반마리-닭다리살100% : 14,000원
꽈리품은 똥집 : 14,000원
닭강정 달콤 반마리-닭다리살100% : 14,000원
순살치킨 반마리-국산 닭다리살100% : 13,000원
순살양념치킨 반마리-닭다리살100% : 14,000원
가지튀김 (예정) : 7,500원
수제 어니언링(예정) : 7,500원
소떡소떡 : 3,500원
",010-3495-4560
3180000-101-2018-00388,선운산 숯불갈비, 신길동,3180000.0,서울특별시 영등포구 대방천로 170 1층 (신길동 금송오피스텔),"육류,고기요리","매일/11:00 - 23:00
","숯불돼지양념구이 : 9,900원
한돈 돼지한마리 : 38,000원
소한마리 : 48,000원
댓잎갈비 : 14,000원
",02-849-9292
3030000-101-2022-00261,두리닭발, 상왕십리동,3030000.0,서울특별시 성동구 마장로 137 221동 1층 1111호 (상왕십리동 텐즈힐),한식,"매일/17:00 - 새벽 01:00/새벽 00:30 라스트오더
","직화구이 닭발 무뼈 : 18,000원
",070-7840-6200
3110000-101-2022-00211,갓츠킹, 녹번동,3110000.0,서울특별시 은평구 진흥로 150 1층 (녹번동),돈가스,"매일/12:00 - 23:00
","킹박스 1 [2.5인분] : 9,900원
킹박스 2 [2.5인분] : 9,900원
킹박스 3 [2.5인분] : 12,900원
킹박스 4 [2.5인분] : 12,900원
킹박스 5 [2.5인분] : 12,900원
킹박스 6 [2.5인분] : 12,900원
킹박스 7 [2.5인분] : 12,900원
킹박스 8 [2.5인분] : 12,900원
스페셜박스 [3인분] : 18,900원
패밀리박스 [4인분] : 24,900원
더블등심가츠 도시락 [1인분] : 9,500원
스노우치킨가츠 도시락 [1인분] : 9,500원
더블마그마가츠 도시락 [1인분] : 10,900원
함박가츠 도시락 [1인분] : 10,900원
씨푸드가든도시락 [1인분] : 10,900원
",02-6952-3366
3080000-101-2013-00125,수유리 우동집, 수유동,3080000.0,서울특별시 강북구 한천로 1042 (수유동),"우동,소바","월/00:00 - 24:00
화/00:00 - 24:00
수/00:00 - 24:00
목/00:00 - 24:00
금/00:00 - 24:00
토/00:00 - 24:00
일/정기휴무 (매주 일요일)
","우동 : 3,500원
",02-991-6106
3100000-101-2022-00141,호시타코야끼, 중계동,3100000.0,서울특별시 노원구 중계로18길 17 동진프라자 1층 101호 (중계동),일식당,"월/12:00 - 23:00/22:30 라스트오더
화/12:00 - 23:00/22:30 라스트오더
수/12:00 - 23:00/22:30 라스트오더
목/12:00 - 23:00/22:30 라스트오더
금/12:00 - 23:00/22:30 라스트오더
토/12:00 - 23:00/22:30 라스트오더
일/12:00 - 23:00/22:30 라스트오더
","정통 타코 야끼 8 알 : 5,000원
네기 타코 야끼 8 알 : 6,000원
눈꽃 타코 야끼 8 알 : 6,500원
1인 타코야끼 set : 10,500원
ICE아메리카노 : 3,000원
ICE딸기라떼 : 4,500원
1인 타코야끼 set : 10,500원
1.5인 타코야끼 set : 15,000원
2인 타코야끼 set : 17,500원
정통 타코 야끼 8 알 : 5,000원
정통 14 알 : 8,000원
정통 28 알 : 15,000원
네기 타코 야끼 8 알 : 6,000원
네기 14알 : 9,000원
네기 28 알 : 16,000원
눈꽃 타코 야끼 8 알 : 6,500원
눈꽃 14 알 : 9,500원
눈꽃 28 알 : 18,000원
ICE아메리카노 : 3,000원
ICE카페라떼 : 4,000원
ICE카라멜마키야또 : 4,000원
ICE초코라떼 : 4,000원
아이스티 : 3,000원
",02-933-0033
3080000-101-1994-06069,수유리우동집, 미아동,3080000.0,서울특별시 강북구 덕릉로 94 1층 (미아동),"우동,소바","월/10:30 - 새벽 06:00
화/10:30 - 새벽 06:00
수/10:30 - 새벽 06:00
목/10:30 - 새벽 06:00
금/10:30 - 새벽 06:00
토/10:30 - 새벽 06:00
일/정기휴무 (매주 일요일)
","수유김밥 : 3,000원
짜장면 : 4,000원
잔치국수 : 5,000원
우동 : 4,500원
어묵우동 : 5,000원
쫄면 : 5,000원
비빔국수 : 5,000원
열무국수 : 5,000원
비빔밥 : 6,000원
갈비만두 : 3,000원
",02-980-9630
3190000-101-2011-00014,고향산천, 신대방동,3190000.0,서울특별시 동작구 신대방3길 57 (신대방동),한식,"월/06:00 - 21:00/15:00 - 16:00 브레이크타임
화/06:00 - 21:00/15:00 - 16:00 브레이크타임
수/06:00 - 21:00/15:00 - 16:00 브레이크타임
목/06:00 - 21:00/15:00 - 16:00 브레이크타임
금/06:00 - 21:00/15:00 - 16:00 브레이크타임
토/06:00 - 21:00/15:00 - 16:00 브레이크타임
일/정기휴무 (매주 일요일)
",등록된 메뉴가 없습니다.,02-833-5231
3220000-101-2010-00086,봉추찜닭압구정로데오점, 신사동,3220000.0,서울특별시 강남구 선릉로157길 20-5 (신사동지상2층),찜닭,"월/10:40 - 22:00
화/10:40 - 22:00
수/10:40 - 22:00
목/10:40 - 22:00
금/10:40 - 22:00
토/10:40 - 22:00
일/정기휴무 (매주 일요일)
","찜닭(소) : 25,000원
찜닭(중) : 38,000원
찜닭(대) : 50,000원
도시락 set : 13,000원
찜닭(소) : 25,000원
찜닭(중) : 38,000원
찜닭(대) : 50,000원
순살찜닭(소) : 26,000원
순살찜닭(중) : 40,000원
도시락 set : 13,000원
공기밥 : 1,000원
누룽지볶음밥 : 3,000원
콜라(355ml) : 3,000원
사이다(355ml) : 3,000원
",02-511-6981
3240000-101-2020-00461,백스비어, 상일동,3240000.0,서울특별시 강동구 상일로 17 1층 101호 (상일동),"맥주,호프",등록된 영업시간이 없습니다.,"직화불닭발 : 12,000원
볼케이노순살치킨 : 8,000원
탐라맥주 : 4,000원
원시맥주 : 4,500원
킹돈까스 : 14,000원
진미채닭 : 12,000원
쏘세지치즈파티 : 9,000원
치즈러버김치볶음밥 : 8,000원
달달구리탕수육 : 8,000원
비어라떼 애플 : 4,500원
비어라떼 로터스 : 4,500원
갈릭버터감튀 : 6,000원
빙맥 : 3,700원
60cm트리플닭다리살 : 10,000원
짜계치 : 5,000원
",등록된 전화번호가 없습니다.
3160000-101-2022-00217,팔당원조칼제비보쌈, 구로동,3160000.0,서울특별시 구로구 디지털로 288 대륭포스트타워1차 1층 102-1호 (구로동),"칼국수,만두","월/11:00 - 22:00/14:30 - 16:30 브레이크타임/21:00 라스트오더
화/11:00 - 22:00/14:30 - 16:30 브레이크타임/21:00 라스트오더
수/11:00 - 22:00/14:30 - 16:30 브레이크타임/21:00 라스트오더
목/11:00 - 22:00/14:30 - 16:30 브레이크타임/21:00 라스트오더
금/11:00 - 22:00/14:30 - 16:30 브레이크타임/21:00 라스트오더
토/11:30 - 21:00/14:30 - 16:30 브레이크타임/20:00 라스트오더
일/정기휴무 (매주 일요일)
","칼제비(반조리)(2인(칼국수1+수제비1)) : 18,000원
칼제비(반조리)(3인(칼국수2+수제비1)) : 27,000원
칼제비(반조리)(4인(칼국수2+수제비2)) : 36,000원
칼국수(반조리)(2인) : 18,000원
칼국수(반조리)(3인) : 27,000원
칼국수(반조리)(4인) : 36,000원
팔당보쌈(소) : 19,000원
칼제비(반조리)(2인(칼국수1+수제비1)) : 18,000원
칼제비(반조리)(3인(칼국수2+수제비1)) : 27,000원
칼제비(반조리)(4인(칼국수2+수제비2)) : 36,000원
칼국수(반조리)(3인) : 27,000원
칼국수(반조리)(4인) : 36,000원
콜라 : 2,000원
사이다 : 2,000원
환타 [파인애플] : 2,000원
환타 [파인애플] : 2,000원
",02-2082-2280
3060000-101-2021-00027,장수족발, 묵동,3060000.0,서울특별시 중랑구 동일로163길 35 1층 (묵동),"족발,보쌈","월(8/22)/휴무
화/13:30 - 23:30
수/13:30 - 23:30
목/13:30 - 23:30
금/13:30 - 23:30
토/13:30 - 23:30
일/13:30 - 23:30
","숯향 머금 매운족발(소) : 29,000원
숯향 머금 매운족발(중) : 39,000원
장수 족발(족발 소(2~3인)) : 29,000원
장수 족발(중) : 35,000원
장수 족발(대) : 39,000원
장수 족발(특대) : 45,000원
숯향 머금 매운족발(소) : 29,000원
숯향 머금 매운족발(중) : 39,000원
장수 족발(족발 소(2~3인)) : 29,000원
장수 족발(중) : 35,000원
장수 족발(대) : 39,000원
족발&미니쟁반국수(소) : 35,000원
족발&미니쟁반국수(중) : 41,000원
족발&미니쟁반국수(대) : 45,000원
햇반(밥보다더맛있는밥)+콩나물국(햇반(밥보다더맛있는밥)) : 1,500원
엄마의 손맛 쟁반국수(2~3인분) : 12,000원
북극곰표 코카콜라(1.25L) : 3,000원
",02-974-9894
3010000-101-2018-00012,마라889, 을지로6가,3010000.0,서울특별시 중구 장충단로 249-28 23층 (을지로6가),중식당,"매일/15:30 - 새벽 03:30
","마라탕 : 15,000원
고급갈비250g : 25,000원
마라샹궈 : 15,000원
양꼬치 : 13,000원
양갈비살 : 15,000원
마라대하 : 23,000원
꿔바로우 : 17,000원
지삼선 : 15,000원
향라육사 : 17,000원
마라두부 : 15,000원
바지락볶음 : 15,000원
토마토계란볶음 : 12,000원
어향육사 : 17,000원
중국식오이무침 : 9,000원
감자무침.볶음 : 9,000원
",02-2275-0889
3130000-101-2016-00070,에스푸드시스템, 신수동,3130000.0,서울특별시 마포구 독막로31길 9 (신수동 1층일부),피자,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3000000-101-1990-06268,오름, 명륜2가,3000000.0,서울특별시 종로구 창경궁로34길 14 (명륜2가),"육류,고기요리","월/16:00 - 24:00/23:00 라스트오더
화/정기휴무 (매주 화요일)
수/16:00 - 24:00/23:00 라스트오더
목/16:00 - 24:00/23:00 라스트오더
금/16:00 - 24:00/23:00 라스트오더
토/16:00 - 24:00/23:00 라스트오더
일/16:00 - 24:00/23:00 라스트오더
","생갈비 : 16,000원
오겹살 : 17,000원
목살 : 17,000원
꿀라봉Hi~볼 : 9,000원
제주 모닥치기 SET : 48,000원
오름 한 차롱 : 59,000원
",02-745-3744
3170000-101-2022-00145,웰빙마차, 시흥동,3170000.0,서울특별시 금천구 삼성산길 3 1층 (시흥동),포장마차,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3100000-101-2022-00140,또바기 닭한마리, 상계동,3100000.0,서울특별시 노원구 동일로242가길 30-10 1층 (상계동),한식,"매일/11:00 - 22:00
","닭한마리 : 24,000원
닭볶음탕 : 25,000원
",02-932-9992
3220000-101-1994-18116,순두부와삼겹살, 대치동,3220000.0,서울특별시 강남구 영동대로86길 10-7 한티빌딩 1층 (대치동),두부요리,"월/11:00 - 22:00
화/11:00 - 22:00
수/11:00 - 22:00
목/11:00 - 22:00
금/11:00 - 22:00
토/11:00 - 22:00
일/정기휴무 (매주 일요일)
","해물 순두부 외15가지 메뉴 : 변동
섞어순두부 : 9,000원
김치순두부 : 9,000원
만두순두부 : 9,000원
해장순두부 : 9,000원
고추장순두부 : 9,000원
생삼겹살 : 15,000원
부추감자전 : 12,000원
김치전 : 12,000원
굴전 : 17,000원
계란말이 : 8,000원
해물순두부 : 9,000원
소고기순두부 : 9,000원
돼지고기순두부 : 9,000원
하얀순두부 : 8,000원
",02-542-9709
3230000-101-2021-00698,로스터리 락온, 송파동,3230000.0,서울특별시 송파구 송파대로 438 녹십초빌딩 1층 101호 (송파동),"카페,디저트","월/08:00 - 21:00/20:50 라스트오더
화/08:00 - 21:00/20:50 라스트오더
수/08:00 - 21:00/20:50 라스트오더
목/08:00 - 21:00/20:50 라스트오더
금/08:00 - 21:00/20:50 라스트오더
토/09:00 - 21:00/20:50 라스트오더
일/09:00 - 21:00/20:50 라스트오더
","롱 블랙인기대표 : 2,300원
롱 블랙인기대표 : 2,300원
롱 블랙 라떼대표 : 2,800원
락온 크림 라떼대표 : 3,500원
롱 블랙인기대표 : 2,300원
롱 블랙 라떼대표 : 2,800원
아이스 아메리카노 24oz : 2,500원
락온 크림 라떼대표 : 3,500원
얼그레이 크림 라떼 : 3,800원
시나몬 크림 라떼 : 3,800원
코코넛 크림 라떼 : 3,800원
카페라떼 바닐라 : 3,300원
카페라떼 콘덴사또(연유) : 3,500원
카페라떼 주케로 네로(흑당&연유) : 3,800원
콜드 브루 아메리카노 : 3,000원
콜드 브루 카페 라떼 : 3,500원
딸기 라떼 : 3,300원
호지차 라떼 : 3,300원
딸기 말차 라떼 : 3,500원
말차 라떼 : 3,300원
더블 초콜릿 라떼 : 3,500원
논알콜 피나 콜라다 : 3,800원
얼 그레이 밀크티 : 4,300원
시트러스 망고 아이스 얼 그레이 티 : 3,500원
피치 아이스 얼그레이 티 : 3,000원
오가닉 캐모마일 티 : 2,300원
더블 에스프레소 프라페 : 3,500원
망고 프라페 : 3,500원
말차 프라페 : 3,500원
망고딸기 프라페 : 3,800원
논알콜 피나콜라다 프라페 : 3,800원
말차 딸기 프라페 : 3,800원
호지차 프라페 : 3,500원
얼 그레이 밀크 프라페 : 3,800원
더블 초콜릿 프라페 : 3,800원
딸기요거트 스무디 : 3,800원
망고요거트 스무디 : 3,800원
스파클링 패션프룻 에이드 : 3,500원
스파클링 논알콜 모히또 에이드 : 3,500원
크로플 : 3,500원
플레인 스콘 : 4,000원
초콜릿&크림 스콘 : 5,000원
딸기&크림 스콘 : 4,500원
생크림 : 500원
초콜릿 무스 케이크 : 4,300원
치즈 케이크 : 4,300원
티라미수 케이크 : 4,300원
",02-333-8310
3160000-101-2018-00297,공양, 고척동,3160000.0,서울특별시 구로구 경인로47길 36 경북한의원 2층 (고척동),요리주점,"매일/17:00 - 새벽 02:00
","수제해물크림떡볶이 : 15,000원
딱새우 : 25,000원
숙성연어회 : 18,000원
연어아보카도샐러드 : 12,000원
매운우삼겹살만두나베 : 17,000원
나가사키짬뽕 : 17,000원
우삼겹샐러드 : 12,000원
수제치킨가라아게 : 14,000원
수제유린기 : 14,000원
연어타다끼 : 18,000원
요세나베 : 18,000원
치즈토마토카프레제 : 12,000원
사천식깐풍기 : 15,000원
모듬고로케 : 15,000원
크림새우 : 14,000원
",010-2411-8368
3150000-101-2021-00415,대림국수, 마곡동,3150000.0,서울특별시 강서구 마곡중앙6로 69 1층 104호 (마곡동),국수,"월/11:00 - 24:00/15:00 - 17:00 브레이크타임/23:30 라스트오더
화/11:00 - 24:00/15:00 - 17:00 브레이크타임/23:30 라스트오더
수/11:00 - 24:00/15:00 - 17:00 브레이크타임/23:30 라스트오더
목/11:00 - 24:00/15:00 - 17:00 브레이크타임/23:30 라스트오더
금/11:00 - 24:00/15:00 - 17:00 브레이크타임/23:30 라스트오더
토/13:00 - 24:00/23:30 라스트오더
일/13:00 - 24:00/23:30 라스트오더
","꼬치국수 온면 : 10,500원
꼬치국수 비빔면 : 9,500원
모듬야끼도리(8종) : 23,000원
온면 : 7,500원
비빔면 : 6,500원
꼬치 덮밥 : 10,500원
꼬치 냉면 : 10,000원
꼬치 빨간면 : 11,000원
총알오징어 : 18,000원
크림치즈두부 : 8,000원
",02-3664-9978
3220000-101-2021-00690,숙성돈까스 전문점 백돈, 역삼동,3220000.0,서울특별시 강남구 언주로97길 27 지상1층 102호 (역삼동),돈가스,"매일/10:30 - 22:30/22:00 라스트오더
","안심돈카츠 : 11,000원
등심돈카츠 : 10,500원
경양식돈카츠 : 10,000원
통치즈돈카츠 : 12,500원
고구마 치즈카츠 : 13,000원
홀스레디쉬 어니언 돈카츠 : 12,500원
치킨카츠 : 11,000원
생선카츠 : 10,000원
우삼겹숙주덮밥 : 10,000원
매콤우삼겹숙주덮밥 : 10,500원
참치김치볶음밥 : 9,000원
베이컨김치볶음밥 : 9,000원
냉 메밀소바 : 7,500원
어묵우동 : 7,500원
살얼음 물냉면 : 7,500원
",02-2051-6509
3090000-101-2017-00197,오살랑마켓, 방학동,3090000.0,서울특별시 도봉구 도봉로143길 50 1층 (방학동),"카페,디저트","월/정기휴무 (매주 월요일)
화/10:00 - 20:00
수/10:00 - 20:00
목/10:00 - 20:00
금/10:00 - 20:00
토/10:00 - 20:00
일/10:00 - 20:00
","오살랑 블랜딩 심(心)청 : 25,000원
오살랑 블랜딩 그린청 : 20,000원
오살랑 블랜딩 레드청 : 20,000원
아이스 오살랑 라떼 : 4,500원
복숭아 얼그레이티 : 6,000원
심(心)청 티 : 6,000원
아메리카노 : 3,500원
아이스 아메리카노 : 4,000원
오살랑 오미자 : 6,000원
심(心)청 아이스티 : 6,000원
초코 밀크 : 5,000원
오살랑 그릭요거트 : 5,000원
오살랑 인절미 : 5,000원
",02-3493-7070
3180000-101-2022-00353,수유리혼밥왕, 대림동,3180000.0,서울특별시 영등포구 대림로 142 개풍빌딩 지하1층 B04호 (대림동),한식,"매일/11:00 - 23:00
","석갈비불백 : 9,900원
",010-9585-7466
3130000-101-2010-00722,고향전, 망원동,3130000.0,서울특별시 마포구 월드컵로31길 7 (망원동1층 우측),"전,빈대떡","월/15:30 - 24:00
화/15:30 - 24:00
수/15:30 - 24:00
목/15:30 - 24:00
금/15:30 - 24:00
토/15:30 - 24:00
일/정기휴무 (매주 일요일)
","모듬전 : 25,000원
육전 : 15,000원
해물파전 : 17,000원
도토리묵 : 14,000원
감자전 : 9,000원
부추전 : 9,000원
",02-322-7890
3220000-101-2015-00065,푸드콜, 자곡동,3220000.0,서울특별시 강남구 자곡로 202 강남힐스테이트에코 1층 107-2호 (자곡동),"도시락,컵밥",등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-445-8845
3000000-101-2001-12367,목포횟집, 창신동,3000000.0,서울특별시 종로구 창신3길 5 (창신동),생선회,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-741-3224
3100000-101-2000-07198,라화쿵부, 중계동,3100000.0,서울특별시 노원구 덕릉로83길 17 2층 (중계동),중식당,"매일/11:30 - 20:00/19:30 라스트오더
","1천원 절약~ 기본 마라탕 + 신선한 야채볶음밥~~ : 15,000원
1천원 절약~기본 마라탕 + 꿔바로우(중) : 24,000원
꿔바로우 锅包肉(중) : 15,000원
꿔바로우 锅包肉(미니) : 10,000원
꿔바로우 锅包肉(사천 꿔바로우 미니) : 12,500원
꿔바로우 锅包肉(사천 꿔바로우 중) : 17,500원
내맘대로 마라탕 我的心的麻辣烫(기본구성) : 10,000원
내맘대로 마라샹궈 我的心的麻辣香锅(기본구성) : 18,000원
마라롱샤 麻辣龙虾 : 33,000원
매콤하고 얼럴한 마라 새우~(10 pc) : 17,000원
매콤하고 얼럴한 마라 새우~(20 pc) : 32,000원
(NEW) 셀프 마라탕(숙주포함/9천원부터 주문가능) : 1,500원
1천원 절약~ 기본 마라탕 + 신선한 야채볶음밥~~ : 15,000원
1천원 절약~ 기본 마라샹궈 + 신선한 야채볶음밥 : 23,000원
1천원 절약~기본 마라탕 + 꿔바로우(중) : 24,000원
1천원 절약~기본 마라샹궈 + 꿔바로우(중) : 32,000원
& 주방장마라탕 厨师傅麻辣烫(1인분) : 16,000원
소고기마라탕 牛肉麻辣烫(1인분) : 12,000원
양고기마라탕 羊肉麻辣烫(1인분) : 12,000원
& 사장님마라탕 老板麻辣烫(1인분) : 11,000원
꿔바로우 锅包肉(중) : 15,000원
꿔바로우 锅包肉(사천 꿔바로우 미니) : 12,500원
꿔바로우 锅包肉(사천 꿔바로우 중) : 17,500원
꿔바로우 锅包肉(미니) : 10,000원
찐꽃빵 : 6,000원
밥알이 살아있는 새우볶음밥 虾炒饭(1인분) : 7,000원
신선한 햄야채볶음밥 : 6,000원
빙홍차 冰红茶(1병 (500g)) : 3,000원
차파이(복숭아맛) 茶pai(1병 (500ml)) : 3,000원
차파이(유자맛) 茶pai(1병 (500ml)) : 3,000원
사이다 雪碧(1캔 (355ml)) : 2,000원
콜라 可乐(1캔 (355ml)) : 2,000원
내맘대로 마라탕 我的心的麻辣烫(기본구성) : 10,000원
내맘대로 마라샹궈 我的心的麻辣香锅(기본구성) : 18,000원
마라롱샤 麻辣龙虾 : 33,000원
샤오롱바오 小笼包 : 7,000원
",02-977-7660
3180000-101-2019-00286,이모네포차, 문래동4가,3180000.0,서울특별시 영등포구 도림로141길 2 1층 (문래동4가),포장마차,등록된 영업시간이 없습니다.,"해물칼국수 : 5,000원
잔치국수 : 5,000원
비빔국수 : 5,000원
비빔밥 : 5,000원
닭볶음탕 : 23,000원
",등록된 전화번호가 없습니다.
