관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3120000-101-2022-00226,연희동수제비, 연희동,3120000.0,서울특별시 서대문구 연희로36길 26 10동 1층 101호 (연희동 동진빌라),한식,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-332-8288
3060000-101-2022-00139,비비큐, 신내동,3060000.0,서울특별시 중랑구 신내역로 213 신내우디안프라자 1층 101호 (신내동),"치킨,닭강정",등록된 영업시간이 없습니다.,"황금올리브치킨 : 20,000원
황금올리브치킨 속안심 : 19,000원
황금올리브치킨 핫윙 : 20,000원
오리지날 양념치킨 : 21,500원
자메이카 통다리구이 : 21,500원
황금올리브치킨 반반 : 21,000원
황금올리브치킨 콤보 : 24,000원
황금올리브치킨 콤보 크런치 버터 : 25,000원
황금올리브치킨 콤보 반반 : 25,000원
황금올리브치킨 콤보 양념 : 25,500원
황금올리브치킨 콤보 핫크리스피 : 25,000원
TOP3세트메뉴 Set1 : 26,000원
TOP3세트메뉴 Set2 : 27,000원
TOP3세트메뉴 Set3 : 27,000원
황금올리브치킨 : 20,000원
황금올리브치킨 순살 : 22,000원
황금올리브치킨 닭다리 : 21,000원
황금올리브치킨 속안심 : 19,000원
황금올리브치킨 핫윙 : 20,000원
황금올리브치킨 반마리 : 11,000원
오리지날 양념치킨 반마리 : 12,000원
황금올리브치킨 닭다리 반마리 : 11,500원
핫황금올리브치킨 블랙페퍼 반마리 : 11,500원
핫황금올리브치킨 크리스피 반마리 : 11,500원
오리지날 양념치킨 : 21,500원
황금올리브치킨 순살양념 : 23,500원
황올한 깐풍치킨 : 22,000원
황올한 깐풍순살 : 23,000원
극한왕갈비치킨 : 23,000원
자메이카 통다리구이 : 21,500원
스모크치킨 : 18,000원
매달구 : 21,500원
황금올리브치킨 반반 : 21,000원
황금올리브치킨 순살반반 : 23,000원
황금올리브치킨 닭다리반반 : 22,000원
핫황올 반반(레드착착+블랙페퍼) : 21,000원
황금올리브치킨 속안심반반 : 20,000원
롱치즈스틱(1ea) : 3,500원
치즐링칩스 : 4,000원
리얼초코볼 : 6,000원
BBQ 모듬볼 6개 : 6,000원
BBQ 모듬볼 10개 : 9,000원
시크릿 양념소스(25g) : 500원
비비소스(12g) : 500원
파인마요소스(75g) : 2,000원
치즈갈릭소스(75g) : 2,000원
매직칠리소스(75g) : 2,000원
스파클링레몬보이 : 1,000원
코카콜라ZERO1.25L : 2,500원
콜라355ml : 1,000원
콜라500ml : 1,500원
콜라1.25L : 2,500원
",등록된 전화번호가 없습니다.
3200000-101-2022-00314,야키아미 테이, 봉천동,3200000.0,서울특별시 관악구 남부순환로 1849 1층 (봉천동),일식당,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3180000-101-2008-00255,웅이네, 신길동,3180000.0,서울특별시 영등포구 가마산로 471-3 (신길동(1층)),"사철,영양탕","일/11:00 - 22:00
월/11:00 - 22:00
화/11:00 - 22:00
수/11:00 - 22:00
목/11:00 - 22:00
금/11:00 - 22:00
토/11:00 - 22:00
","탕(보신탕,삼계탕) : 10,000원
수육,전골 : 20,000원
옻닭,오리 백숙 : 50,000원
",02-832-1473
3010000-101-2020-00103,을지로떡볶이, 을지로3가,3010000.0,서울특별시 중구 충무로9길 17 1층 (을지로3가),떡볶이,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-2272-5133
3130000-101-2022-00668,마포에이트, 마포동,3130000.0,서울특별시 마포구 마포대로 8 지하1층 (마포동),"요가,명상","월/06:30 - 22:30
화/06:30 - 22:30
수/06:30 - 22:30
목/06:30 - 22:30
금/06:30 - 22:30
토/09:30 - 18:00
일/09:30 - 18:00
",등록된 메뉴가 없습니다.,010-8947-8260
3100000-101-2019-00353,카페몰리 이마트월계, 월계동,3100000.0,서울특별시 노원구 마들로3길 15 월계이마트 2층 (월계동),카페,"월/10:00 - 21:00
화/10:00 - 21:00
수/10:00 - 21:00
목/10:00 - 21:00
금/10:00 - 21:00
토/10:00 - 21:00
일(8/28)/정기휴무 (매달 2, 4번째 일요일)
","아메리카노 째즈 : 2,500원
",등록된 전화번호가 없습니다.
3000000-101-2010-00339,서촌 전통순대국, 필운동,3000000.0,서울특별시 종로구 사직로9가길 8 (필운동1층),"순대,순댓국","월/10:30 - 21:00
화/10:30 - 21:00
수/10:30 - 21:00
목/10:30 - 21:00
금/10:30 - 21:00
토/10:30 - 20:00
일/10:30 - 20:00
","뼈해장국 : 9,000원
순대국 : 9,000원
모듬순대 小 : 15,000원
모듬순대 大 : 22,000원
순대국 특 : 11,000원
",02-735-0122
3150000-101-2020-00249,양산박, 마곡동,3150000.0,서울특별시 강서구 마곡서로 152 두산더랜드타워 A동 1층 108호 (마곡동),한식,"월/08:00 - 20:00
화/08:00 - 20:00
수/08:00 - 20:00
목/08:00 - 20:00
금/08:00 - 20:00
토/10:00 - 15:00
일/정기휴무 (매주 일요일)
","콩나물국밥 : 7,500원
콩나물비빔밥 : 8,000원
토토리묵사발 : 9,000원
도토리참묵 : 8,000원
",02-6989-9730
3010000-101-2019-00252,공일부엌, 만리동1가,3010000.0,서울특별시 중구 만리재로 209 1층2층 (만리동1가),한식,,"묵은지김치찜 : 10,000원
공일찜닭 (소) : 25,000원
불고기샐러드비빔밥 : 10,000원
대창깍두볶음밥 : 10,000원
대창깍두치즈볶음밥 : 12,000원
공일찜닭 (대) : 35,000원
천년수육(소) : 30,000원
천년수육(대) : 40,000원
불향낙지비빔밥 : 10,000원
직화고등어구이 : 11,000원
",02-313-7207
3220000-101-2019-00700,강화통통생고기, 논현동,3220000.0,서울특별시 강남구 도산대로30길 12 지상1층 (논현동),강화통통생고기,"매일/15:00 - 24:00
","숙성 삼겹살(180g) : 18,000원
생 갈매기살(160g) : 18,000원
숙성 꽃목살(180g) : 18,000원
원조 껍데기(160g) : 9,000원
돼지갈비(250g) : 18,000원
시골된장찌개 : 7,000원
얼큰고추장찌개 : 7,000원
우렁 된장밥 : 7,000원
물냉면/비빔냉면 : 6,000원
계란찜(추가시) : 4,000원
통통 감바스 : 7,000원
",02-544-1838
