관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3050000-101-2021-00376,콩빠두, 답십리동,3050000.0,서울특별시 동대문구 천호대로69길 12 골든메카 1층 110-2호 (답십리동),한식,"수/09:30 - 21:30/15:00 - 16:00 브레이크타임/21:00 라스트오더
목/09:30 - 21:30/15:00 - 16:00 브레이크타임/21:00 라스트오더
금/09:30 - 21:30/15:00 - 16:00 브레이크타임/21:00 라스트오더
토/09:30 - 21:30/15:00 - 16:00 브레이크타임/21:00 라스트오더
일/09:30 - 21:30/15:00 - 16:00 브레이크타임/21:00 라스트오더
월/09:30 - 21:30/15:00 - 16:00 브레이크타임/21:00 라스트오더
화/09:30 - 21:30/15:00 - 16:00 브레이크타임/21:00 라스트오더
","얼큰순두부 : 8,000원
콩비지찌개 : 8,000원
콩국수 : 9,000원
해물짬뽕순두부 : 9,000원
콩죽 : 8,000원
콩빠두 : 9,000원
하얀순두부 : 8,000원
",0507-1323-7085
3170000-101-2021-00374,국민후르츠, 시흥동,3170000.0,서울특별시 금천구 독산로21길 29 1층 (시흥동),"카페,디저트","매일/11:00 - 새벽 01:00
","(제철) 달콤달콤한 참외(1개 컷팅) : 3,500원
(제철) 달콤달콤한 참외(2개 컷팅) : 6,500원
가성비 3찬도시락 : 5,000원
9종 과일 플레이트 : 18,000원
과일 화채 : 19,000원
(제철) 달달한 꿀수박(300g) : 5,500원
(제철) 달달한 꿀수박(600g) : 10,500원
달달한 샤인머스켓(250g) : 9,500원
달달한 샤인머스켓(500g) : 18,500원
달달한 샤인머스켓(350g) : 12,500원
일직동 배달료 추가 : 1,500원
과일 화채 : 19,000원
Only 수박화채 (수박만) + 화채베이스 : 17,000원
Only 메론화채 (메론만) + 화채베이스 : 17,000원
국민 1인 화채 : 12,000원
Only 수박 1인 화채 : 11,000원
(제철) 달달한 꿀수박(300g) : 5,500원
(제철) 달달한 꿀수박(600g) : 10,500원
(제철) 달콤달콤한 참외(2개 컷팅) : 6,500원
(제철) 달콤달콤한 참외(1개 컷팅) : 3,500원
달달한 고당도 머스크 메론(300g) : 9,000원
수박쥬스 : 6,000원
바나나우유 : 7,000원
파인애플쥬스 : 6,000원
고소한 미숫가루 : 6,000원
오렌지쥬스 : 6,000원
과일 샐러드 : 17,000원
Only 수박 샐러드 : 17,000원
1인 과일 샐러드 : 11,000원
Only 수박 1인 샐러드 : 11,000원
가성비 3찬도시락 : 5,000원
3찬 도시락 : 10,000원
4찬 도시락 : 10,000원
5찬 도시락 : 12,000원
9종 과일 플레이트 : 18,000원
컵과일 : 4,500원
수박샤베트 : 3,000원
시리얼+우유 : 3,000원
초코링+우유 : 3,500원
화채베이스 직접만들어보는 화채 : 5,000원
1인화채 화채베이스 : 3,000원
과일샐러드소스 : 2,000원
달달한 호박 군고구마(1개) : 3,000원
달달한 약밤 군밤(200g) : 8,000원
달달한 약밤 군밤(400g) : 15,000원
딸기샌드 : 3,000원
딸기샌드+딸기쥬스 : 8,500원
딸기샌드+딸기우유 : 9,500원
딸기샌드+딸기바나나쥬스 : 8,500원
딸기샌드+딸기바나나우유 : 9,500원
에그포테이토샐러드 샌드 : 4,000원
",02-805-0281
3110000-101-2022-00113,역전할머니맥주, 진관동,3110000.0,서울특별시 은평구 통일로 1020 은평뉴타운 신한 헤센스마트 제지2층 102103호 (진관동),"맥주,호프","매일/16:00 - 새벽 04:00
","할맥500cc : 3,700원
역전하이볼 : 4,300원
치즈라볶이 : 9,000원
짜빠구리 : 9,000원
버터구이오징어입 : 8,000원
살얼음파인애플 : 7,000원
갈릭빠다포테이토 : 7,000원
30cm마약치즈돈까스 : 10,000원
",0507-1410-7601
3180000-101-2022-00143,더케이호텔서울, 여의도동,3180000.0,서울특별시 영등포구 여의나루로 50 한국교직원공제회관 지하2층 (여의도동),한식,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-3775-1909
3150000-101-2004-00400,본말감자탕, 화곡동,3150000.0,서울특별시 강서구 화곡로 131 1층 (화곡동 3동),감자탕,"매일/00:00 - 24:00
","뼈해장국 : 10,000원
감자탕(소) : 29,000원
감자탕(중) : 38,000원
감자탕(대) : 45,000원
간장뼈찜(소) : 32,000원
간장뼈찜(중) : 39,000원
간장뼈찜(대) : 45,000원
해물뼈찜(중) : 48,000원
해물뼈찜(대) : 56,000원
로제뼈찜 : 34,000원
뼈 볶음탕 : 25,000원
뼈 구이 : 19,000원
뼈 튀김 : 19,000원
",02-2693-8002
3190000-101-2022-00056,와구이닭, 사당동,3190000.0,서울특별시 동작구 동작대로29길 35 1층 101호 (사당동),"치킨,닭강정",등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-595-9995
3000000-101-2022-00028,네마, 삼청동,3000000.0,서울특별시 종로구 삼청로 86-4 1층 (삼청동),"카페,디저트","수/08:00 - 20:00
목/08:00 - 20:00
금/08:00 - 20:00
토/10:00 - 20:00
일/10:00 - 20:00
월/08:00 - 20:00
화/08:00 - 20:00
","에스프레소 : 4,800원
아메리카노 : 4,800원
카페라떼 : 5,300원
플랫화이트 : 5,300원
바닐라라떼 : 5,800원
말차라떼 : 5,500원
캔디 에이드 : 5,500원
루바브 시트러스 : 5,800원
에스프레소 블렌드 : 4,300원
아메리카노 블렌드 : 4,300원
카페라떼 블렌드 : 4,800원
플랫화이트 블렌드 : 4,800원
바닐라라떼 블렌드 : 5,300원
",0507-1345-4278
3240000-101-2022-00088,서광숯불생고기, 길동,3240000.0,서울특별시 강동구 양재대로114길 31 1층 103호 (길동),"육류,고기요리","매일/11:00 - 23:00
",등록된 메뉴가 없습니다.,010-9146-9428
3190000-101-2022-00057,버거앤프라이즈, 상도1동,3190000.0,서울특별시 동작구 상도로 305 더블유스타일 애비뉴 1층 (상도1동),햄버거,"매일/11:00 - 22:00
","[ BEST3 ] 불고기더블치즈버거세트 : 11,500원
[ BEST1 ] 베이컨더블치즈버거세트 : 12,500원
[ BEST2 ] 시그니처더블버거세트 : 12,000원
골드브라운 치킨 (한마리) : 14,900원
[ 1인 ]골드&버프 싱글팩 : 15,900원
[ BEST1 ] 베이컨더블치즈버거세트 : 12,500원
[ BEST2 ] 시그니처더블버거세트 : 12,000원
[ BEST3 ] 불고기더블치즈버거세트 : 11,500원
고추맵킹세트 : 10,000원
오리지널더블버거세트 : 11,500원
골드브라운 치킨 (한마리) : 14,900원
골드브라운 치킨 (반마리) : 8,500원
[ 1인 ]골드&버프 싱글팩 : 15,900원
[ 1인+ ]골드&버프 싱글플러스팩 : 21,900원
[ 2인 ]골드&버프 커플팩 : 25,800원
[ BEST1 ] 베이컨더블치즈버거 : 9,500원
[ BEST2] 시그니처더블버거 : 9,000원
[ BEST3 ] 불고기더블치즈버거 : 8,500원
고추맵킹 : 7,000원
오리지널더블버거 : 8,500원
치즈프라이 : 4,000원
어니언크림 프라이 : 4,500원
레드핫칠리 프라이 : 4,500원
프렌치프라이 : 3,000원
케이준 프라이 : 3,500원
콜라(355ml) : 2,500원
제로콜라(355ml) : 2,500원
스프라이트(355ml) : 2,500원
환타 파인(355ml) : 2,500원
",070-8777-2331
3130000-101-2020-00821,남도식당, 공덕동,3130000.0,서울특별시 마포구 만리재로 83-1 1층 (공덕동),한식,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-393-7772
3000000-101-2022-00069,미라클 샌드위치, 적선동,3000000.0,서울특별시 종로구 사직로 130 적선현대빌딩 지하1층 32호 (적선동),샌드위치,"수/07:00 - 20:00
목/07:00 - 20:00
금/07:00 - 20:00
토/정기휴무 (매주 토요일)
일/정기휴무 (매주 일요일)
월/07:00 - 20:00
화/07:00 - 20:00
","쉬림프 에그마요 샌드위치 half : 5,500원
더블햄치즈에그 샌드위치 half : 3,500원
애플 브리치즈 샌드위치 half : 5,500원
불닭 쉬림프 샌드위치 half : 4,500원
시즈닝 닭가슴살 샐러드 : 7,500원
리코타치즈 샐러드 : 8,000원
베지 후무스 샐러드 : 9,500원
",0507-1449-1167
3090000-101-2022-00028,아엘커피, 방학동,3090000.0,서울특별시 도봉구 도봉로146길 21 우림빌딩 1층 (방학동),"카페,디저트",등록된 영업시간이 없습니다.,"아메리카노 : 4,000원
바닐라빈 라떼 : 5,000원
시그니처 크림 라떼 : 5,500원
플레인크로플with수제캬라멜 : 4,000원
티라미수 크로플 : 4,000원
아메리카노 : 4,000원
카페라떼 : 4,500원
플랫 화이트 : 4,500원
카푸치노 : 4,500원
바닐라빈 라떼 : 5,000원
초코라떼 : 4,500원
말차라떼 : 5,000원
토피넛라떼 : 4,500원
흑임자라떼 : 4,500원
플레인 요거트 스무디 : 4,500원
자몽 스무디 : 4,500원
딸기 요거트 스무디 : 5,000원
복숭아 요거트 스무디 : 5,000원
리얼 딥초코 스무디 : 5,000원
레몬 에이드 : 5,000원
자몽 에이드 : 5,000원
자두 에이드 : 5,000원
복숭아 에이드 : 5,000원
청포도 에이드 : 5,000원
애플머스캣 : 5,000원
레몬 블랙티 : 5,500원
밀크티 : 5,000원
레몬티 : 4,500원
자몽티 : 4,500원
티라미수 크로플 : 4,000원
플레인크로플with수제캬라멜 : 4,000원
바닐라빈 휘낭시에 : 2,200원
초코칩 휘낭시에 : 2,300원
말차 휘낭시에 : 2,300원
화이트 생크림(미니원형) : 8,000원
유자 케이크(조각) : 6,500원
뉴욕치즈 케이크(조각) : 6,500원
쇼콜라딸기 케이크(조각) : 6,500원
",등록된 전화번호가 없습니다.
3060000-101-2022-00084,용천등갈비, 묵동,3060000.0,서울특별시 중랑구 중랑역로 147 새서울태권도아카데미 1층 (묵동),"육류,고기요리","매일/16:00 - 23:00
","등갈비 순한맛(1인분 400g) : 14,000원
등갈비 중간맛(1인분 400g) : 15,000원
등갈비 매운맛(1인분 400g) : 15,000원
중독 볶음밥 2인분 날치알 + 새우 + 고기 : 9,000원
중독 바지락순두부 (소)순두부+조개+부추 : 4,500원
[[세트A]] 순한맛+중간맛+순두부찌개(소)+볶음밥 1(2~3인분) : 37,000원
[[세트B]] 순한맛+매운맛+순두부찌개(소)+볶음밥 1(2~3인분) : 37,000원
[[세트C]] 중간맛+매운맛+순두부찌개(소)+볶음밥 1(2~3인분) : 38,000원
등갈비 순한맛(1인분 400g) : 14,000원
등갈비 중간맛(1인분 400g) : 15,000원
등갈비 매운맛(1인분 400g) : 15,000원
중독 볶음밥 2인분 날치알 + 새우 + 고기 : 9,000원
중독 바지락순두부 (소)순두부+조개+부추 : 4,500원
중독 바지락순두부 (대)순두부+조개+부추 : 8,500원
중독 볶음밥(1인분) 날치알 + 새우+고기 : 5,000원
중독 볶음밥(2인분) 날치알 + 새우+고기 : 9,000원
콜라(500ml) : 2,000원
환타(500ml) : 2,000원
사이다(500ml) : 2,000원
",0507-1351-8773
3220000-101-2018-00084,대파집, 역삼동,3220000.0,서울특별시 강남구 논현로94길 28 2층 (역삼동),돼지고기구이,"수/11:00 - 22:30/15:00 - 16:30 브레이크타임
목/11:00 - 22:30/15:00 - 16:30 브레이크타임
금/11:00 - 22:30/15:00 - 16:30 브레이크타임
토/14:00 - 22:00
일/정기휴무 (매주 일요일)
월/11:00 - 22:30/15:00 - 16:30 브레이크타임
화/11:00 - 22:30/15:00 - 16:30 브레이크타임
","냉삼(냉동삼겹살) : 13,000원
대파차돌 : 14,000원
대왕동태탕 소 : 17,000원
대왕김치찌개 소 : 16,000원
볶음밥 : 3,000원
구워먹는 야채 : 3,000원
계란후라이 : 700원
김치찌개 : 7,000원
대파 한접시 : 1,000원
대왕동태탕 대 : 28,000원
대왕김치찌개 대 : 27,000원
",0507-1310-4088
3080000-101-2001-08815,무지개 맥주, 미아동,3080000.0,서울특별시 강북구 도봉로10가길 11 (미아동),"맥주,호프","매일/16:00 - 새벽 03:00
","1000cc : 7,900원
후라이드순살치킨 : 15,900원
로제치킨파스타 : 13,900원
즉석차돌박이국물떡볶이 : 16,900원
500cc : 3,800원
봄베이하이볼 : 5,900원
달콤버터갈릭감자튀김 : 6,900원
바다가득어묵탕 : 13,900원
대관령먹태구이 : 13,900원
통마늘모래집볶음 : 14,900원
치뱅이 : 19,900원
",010-3337-7023
