관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3220000-101-2022-00778,피그덕, 역삼동,3220000.0,서울특별시 강남구 테헤란로29길 8 TJ 삼영타워 지상1층 (역삼동),퓨전음식,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-6952-3067
3200000-101-2022-00261,꽃게와 해삼, 신림동,3200000.0,서울특별시 관악구 남부순환로151길 73 2층 (신림동),한식,등록된 영업시간이 없습니다.,"아구찜 : 33,000원
코다리찜 : 28,000원
꽃게탕(소) : 33,000원
꽃게탕(대) : 53,000원
암꽃게간장게장정식 : 28,000원
양념게장(500g) : 23,000원
간장새우(6마리) : 14,000원
꽃게찜 : 63,000원
아구찜 : 33,000원
",070-7717-7888
3180000-101-2021-00447,빙수연구소, 양평동4가,3180000.0,서울특별시 영등포구 선유로 269 1층 5호 6호 (양평동4가 약산상가아파트),빙수,"월/12:00 - 24:00
화/12:00 - 24:00
수/12:00 - 24:00
목/12:00 - 24:00
금/12:00 - 24:00
토/12:00 - 24:00
일/12:00 - 23:00
","[대표메뉴]국내산통팥인절미빙수 : 9,800원
녹차브라우니빙수 : 10,800원
애플망고큐브치즈빙수 : 11,300원
블루베리큐브치즈빙수 : 11,300원
오레오브라우니빙수(초코아이스크림) : 12,800원
더 바삭해진 플레인 와플(플레인) : 3,500원
더 바삭해진 플레인 와플(초코파우더) : 3,500원
더 바삭해진 플레인 와플(시나몬파우더) : 3,500원
생크림 와플[동물성 수제생크림 가득~~](생크림만) : 4,500원
생크림 와플[동물성 수제생크림 가득~~](생크림+시나몬파우더) : 4,500원
와플+빙수 세트[세뚜로 합리적으로 즐겨요~~] : 12,800원
[시즌한정]냉골수박폭탄빙수 : 12,800원
[대표메뉴]국내산통팥인절미빙수 : 9,800원
녹차브라우니빙수 : 10,800원
애플망고큐브치즈빙수 : 11,300원
[시즌메뉴]냉골수박폭탄빙수 : 12,800원
딸기치즈큐브빙수 : 11,500원
인절미빙수 : 7,800원
녹차빙수 : 7,800원
국내산 통팥빙수 : 8,800원
드립연구소 드립커피 : 4,800원
드립연구소 카페오레 : 5,300원
드립연구소 바닐라빈오레 : 5,800원
밀크연구소 딸기밀크 : 6,300원
밀크연구소 바닐라빈밀크 : 5,500원
100% 생수박주스 (얼음엑스) : 6,500원
",02-3667-1232
3100000-101-2022-00130,동주, 상계동,3100000.0,서울특별시 노원구 동일로 1596 송현빌딩 1층 (상계동),요리주점,"월/정기휴무 (매주 월요일)
화/18:00 - 새벽 02:00
수/18:00 - 새벽 02:00
목/18:00 - 새벽 02:00
금/18:00 - 새벽 02:00
토/18:00 - 새벽 02:00
일/18:00 - 새벽 02:00
","우삼겹 두부김치 : 15,000원
그래놀라 아이스크림 : 9,000원
골뱅이소면 : 15,000원
백합탕 : 16,000원
바지락술찜 : 16,000원
매콤크림파스타 : 14,000원
수비드 통삼겹 : 23,000원
",070-8670-5164
3140000-101-2007-00361,성진, 신정동,3140000.0,서울특별시 양천구 은행정로 70 지하 1층 (신정동),"전통,민속주점",등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-2692-0049
3140000-101-2003-00305,돼지한마당, 신정동,3140000.0,서울특별시 양천구 은행정로 70 1층 (신정동),돼지고기구이,등록된 영업시간이 없습니다.,"돼지갈비 : 14,000원
생목살 : 15,000원
소갈비살 : 18,000원
냉면 : 7,000원
된장찌개 추가시 : 4,000원
포장판매, 돼지갈비 1kg : 40,000원
포장판매, 된장찌개(한통) : 12,000원
포장판매, 배추김치 1kg : 20,000원
포장판매, 무생채 1kg : 15,000원
포장판매, 냉면 : 8,000원
",02-2697-3664
3000000-101-2021-00326,하루엔소쿠, 인의동,3000000.0,서울특별시 종로구 종로 183 효성주얼리시티 지하2층 2006호 (인의동),돈가스,"월/정기휴무 (매주 월요일)
화/11:00 - 19:00
수/11:00 - 19:00
목/11:00 - 19:00
금/11:00 - 19:00
토/11:00 - 19:00
일/11:00 - 19:00
","판모밀 : 6,900원
돈카츠카레 : 8,900원
김치나베우동 : 8,500원
매콤부타돈부리 : 7,900원
돈카츠돈부리 : 7,500원
특로스카츠 : 10,900원
치즈카츠 : 10,500원
하루카츠 : 9,900원
",070-7799-2626
3090000-101-2018-00116,어우돈, 창동,3090000.0,서울특별시 도봉구 도봉로 586 1층 (창동),한식,"월/11:00 - 23:30/14:30 - 17:00 브레이크타임/22:30 라스트오더
화/정기휴무 (매주 화요일)
수/11:00 - 23:30/14:30 - 17:00 브레이크타임/22:30 라스트오더
목/11:00 - 23:30/14:30 - 17:00 브레이크타임/22:30 라스트오더
금/11:00 - 23:30/14:30 - 17:00 브레이크타임/22:30 라스트오더
토/11:00 - 23:30/22:30 라스트오더
일/11:00 - 22:30/21:30 라스트오더
","꽃갈비살 : 변동
와규세트 : 변동
꽃등심 : 변동
삼각살 : 변동
",070-8285-2458
3210000-101-2010-00427,수풍정, 잠원동,3210000.0,서울특별시 서초구 강남대로99길 35 지하 1층 (잠원동),라이브카페,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3220000-101-2020-01216,퍼사이공, 역삼동,3220000.0,서울특별시 강남구 언주로85길 32 역삼역센트럴푸르지오 지하1층 B118호 (역삼동),베트남음식,"월/10:30 - 21:30
화/10:30 - 21:30
수/10:30 - 21:30
목/10:30 - 21:30
금/10:30 - 21:30
토/10:30 - 21:30
일/10:30 - 21:30
","갈비쌀국수(1인분) : 15,000원
분보싸오(베트남식비빔면)(1인분) : 12,000원
소고기쌀국수(1인분) : 9,000원
비프갈릭볶음밥(1인분) : 9,500원
나시고랭(1인분) : 9,500원
1인분소고기 월남쌈 : 17,500원
사이공 1.5인세트(1.5인분) : 14,000원
분보싸오+짜죠1롤(1인분) : 14,000원
소고기쌀국수(1인분) : 9,000원
갈비쌀국수(1인분) : 15,000원
매운소고기쌀국수(1인분) : 10,000원
해산물쌀국수(1인분) : 10,000원
매운해산물쌀국수(1인분) : 10,500원
1인분소고기 월남쌈 : 17,500원
1인분 훈제오리 월남쌈 : 17,500원
꼼징능주(1인분) : 9,500원
나시고랭(1인분) : 9,500원
비프갈릭볶음밥(1인분) : 9,500원
분보싸오(베트남식비빔면)(1인분) : 12,000원
미고랭(1인분) : 10,500원
해산물 볶음면(퍼싸오탑깜)(1인분) : 10,500원
쉬림프롤(5개) : 5,000원
짜죠(3개) : 6,000원
왕새우튀김(5개) : 6,000원
싸이공치킨윙(5개) : 6,000원
한라봉에이드(350ml) : 2,000원
콜라(355ml) : 2,000원
스프라이트(사이다)(355ml) : 2,000원
",02-501-0420
