관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3000000-101-2001-12055,에이치, 관철동,3000000.0,서울특별시 종로구 삼일대로17길 50 (관철동(지상2층)),바(BAR),"매일/17:00 - 새벽 03:00
","위스키 : 변동
",010-9927-4441
3140000-101-1997-05233,홍콩반점0410신정네거리역점, 신정동,3140000.0,서울특별시 양천구 중앙로 254 2층 (신정동),중식당,"매일/11:00 - 21:00/20:45 라스트오더
","치킨 반반 탕슉 : 16,000원
식사1인+탕수육 : 20,000원
식사2인 + 탕수육 : 26,000원
쟁반짜장2인+탕수육 : 28,000원
쟁반짜장 2인 + 식사 1인 + 탕수육 : 39,500원
[1인분]미니탕수육 세트 : 15,500원
치킨 반반 탕슉 : 16,000원
해쉬브라운(감자튀김)_소스X(3개) : 2,500원
[신메뉴] 고기짬뽕 (면 별도포장) : 8,500원
[신메뉴] 고기짬뽕밥 (밥 별도포장) : 9,000원
[신메뉴] 고기짜장 : 7,500원
식사1인+탕수육 : 20,000원
식사2인 + 탕수육 : 26,000원
쟁반짜장 2인 + 식사 1인 + 탕수육 : 39,500원
쟁반짜장2인+탕수육 : 28,000원
[1인분]미니탕수육 세트 : 15,500원
짜장면 : 6,000원
고추짜장 : 7,000원
짬뽕(면 별도포장) : 7,000원
고추짬뽕(면 별도포장) : 8,000원
쟁반짜장(2인분) : 14,000원
짬뽕밥(밥 별도포장) : 7,500원
고추짬뽕밥(밥 별도포장) : 8,500원
짜장밥(국물제공) : 8,000원
탕수육(1박스)(소스 별도포장) : 14,000원
탕수육(1박스+1박스)(소스 별도포장) : 23,900원
군만두 : 5,500원
꽃빵 : 3,500원
멘보샤(중국식 새우토스트) : 7,900원
계란프라이 : 900원
단무지 추가 : 500원
볶음김치 : 1,500원
트러플오일 : 600원
트러플오일(5개) : 2,500원
초록매실(180ml) : 700원
콜라(355ml) : 2,000원
제로콜라(355ml) : 2,000원
사이다(355ml) : 2,000원
환타(355ml) : 2,000원
",02-2655-0410
3050000-101-1994-04803,서래갈매기살, 이문동,3050000.0,서울특별시 동대문구 휘경로2길 5-8 1층 (이문동),돼지고기구이,"일/15:00 - 새벽 03:00
월/15:00 - 새벽 03:00
화/15:00 - 새벽 03:00
수/15:00 - 새벽 03:00
목/15:00 - 새벽 03:00
금/15:00 - 새벽 03:00
토/15:00 - 새벽 03:00
","갈매기살 : 7,000원
소갈매기살 : 9,500원
매운갈매기살 : 7,500원
삼겹살 : 7,500원
돼지갈비 : 5,500원
",02-6348-2188
3240000-101-2007-00293,바다본가, 성내동,3240000.0,서울특별시 강동구 성내로18길 29 (성내동),대게요리,"일(8/21)/휴무
월/정기휴무 (매주 월요일)
화/17:00 - 24:00
수/17:00 - 24:00
목/17:00 - 24:00
금/17:00 - 24:00
토/12:00 - 24:00/15:00 - 17:00 브레이크타임
","대게코스 : 변동
킹크랩코스 : 변동
",02-488-0233
3030000-101-2018-00106,희릿, 성수동1가,3030000.0,서울특별시 성동구 왕십리로2길 34 1층 (성수동1가),와인,"일/12:00 - 23:00/21:30 라스트오더
월/정기휴무 (매주 월요일)
화/11:30 - 23:00/15:00 - 17:00 브레이크타임/21:30 라스트오더
수/11:30 - 23:00/15:00 - 17:00 브레이크타임/21:30 라스트오더
목/11:30 - 23:00/15:00 - 17:00 브레이크타임/21:30 라스트오더
금/11:30 - 23:00/15:00 - 17:00 브레이크타임/21:30 라스트오더
토/12:00 - 23:00/21:30 라스트오더
","비프웰링턴(선예약) : 39,000원
루꼴라 토마토 파스타 : 14,000원
뇨끼 : 18,000원
엔쵸비 파스타 : 19,000원
트러플 파케리 파스타 : 21,000원
안심리조또 : 20,000원
뽈뽀 : 22,000원
크리스피 새우튀김(사이드) : 10,000원
",02-466-9793
3200000-101-2012-00442,엉순이 순대국, 봉천동,3200000.0,서울특별시 관악구 관악로24길 68 지하1층 (봉천동),"순대,순댓국","매일/10:00 - 22:00
","순대국 : 7,000원
한우사골순대국 : 8,000원
뼈해장국 : 9,000원
사골선지해장국 : 6,000원
사골양선지해장국 : 9,000원
돼지내장탕 : 9,000원
순대만순대국 : 8,000원
고기반순대반 : 8,000원
고기만순대국 : 8,000원
섞어순대국 : 9,000원
토종순대 : 10,000원
모듬고기 : 20,000원
머리고기 : 15,000원
술국 : 17,000원
",02-876-8333
3150000-101-2019-00086,광화문카츠, 등촌동,3150000.0,서울특별시 강서구 공항대로45길 63 1층 107109호 (등촌동),돈가스,"일/11:00 - 21:30/15:00 - 17:00 브레이크타임/21:00 라스트오더
월/11:30 - 21:30/15:00 - 17:00 브레이크타임/21:00 라스트오더
화/11:30 - 21:30/15:00 - 17:00 브레이크타임/21:00 라스트오더
수/11:30 - 21:30/15:00 - 17:00 브레이크타임/21:00 라스트오더
목/11:30 - 21:30/15:00 - 17:00 브레이크타임/21:00 라스트오더
금/11:30 - 21:30/15:00 - 17:00 브레이크타임/21:00 라스트오더
토/11:00 - 21:30/15:00 - 17:00 브레이크타임/21:00 라스트오더
","특등심카츠 : 12,000원
안심카츠 : 12,000원
등심카츠 : 10,000원
폭찹필라프 : 13,000원
그릴치킨필라프 : 12,000원
해산물국물파스타 : 13,000원
치킨로제파스타 : 12,000원
까르보나라 : 11,000원
봉골레 : 10,000원
카프레제샐러드 : 8,500원
닭가슴샐러드 : 10,500원
메밀소바 : 8,000원
상등심+미니소바SET : 14,500원
등심+미니소바SET : 13,500원
안심+미니소바 SET : 14,500원
",02-3663-9991
3170000-101-2020-00199,맘스터치, 가산동,3170000.0,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 지상1층 108-1일부호108-2호 (가산동),"치킨,닭강정","매일/10:00 - 21:30
","갈릭바베큐치킨버거 세트 : 7,900원
어메이징매콤마요버거 세트 : 7,900원
트리플딥치즈싸이버거 세트 : 7,400원
NEW치즈뿌치싸이순살(체다) : 12,900원
군옥수수뿌치싸이순살 : 12,900원
공룡키즈세트 : 5,400원
싱글떡강정세트 : 8,900원
싱글통다리세트 : 9,900원
싱글치킨세트 : 13,400원
싱글순살세트 : 15,300원
갈릭바베큐치킨버거 세트 : 7,900원
어메이징매콤마요버거 세트 : 7,900원
트리플딥치즈싸이버거 세트 : 7,400원
쉬림프싸이플렉스버거 세트 : 8,800원
딥치즈싸이버거 세트 : 7,100원
갈릭바베큐치킨버거 단품 : 5,600원
어메이징매콤마요버거 단품 : 5,600원
트리플딥치즈싸이버거 단품 : 5,100원
쉬림프싸이플렉스버거 단품 : 6,500원
딥치즈싸이버거 단품 : 4,800원
NEW치즈뿌치싸이순살(체다) : 12,900원
군옥수수뿌치싸이순살 : 12,900원
허니버터뿌치싸이순살 : 12,900원
핫치즈싸이순살 : 13,500원
후라이드싸이순살 : 10,900원
NEW치즈뿌치(체다)(반마리) : 10,400원
NEW치즈뿌치(체다)(한마리) : 18,900원
군옥수수뿌치(반마리) : 10,400원
군옥수수뿌치(한마리) : 18,900원
허니버터뿌치(반마리) : 10,400원
닭강정트리오 : 12,000원
케이준떡강정(R) : 11,500원
케이준떡강정(S) : 4,200원
간장마늘떡강정(S) : 4,400원
간장마늘떡강정(R) : 12,000원
후라이드통다리(1조각) : 4,500원
공룡치킨(4조각)+콜라 : 2,700원
팝콘볼 : 2,600원
고구마치즈팝콘볼 : 2,600원
공룡치킨(4조각) : 1,800원
공룡치킨(8조각) : 3,200원
코울슬로 : 1,800원
콘샐러드 : 1,800원
바삭크림치즈볼(2조각) : 2,000원
컵콜라(16oz) : 1,600원
컵사이다(16oz) : 1,600원
PET콜라(1.25L) : 2,500원
",등록된 전화번호가 없습니다.
3070000-101-2016-00297,웨딩스퀘어, 하월곡동,3070000.0,서울특별시 성북구 동소문로 284 (하월곡동 상가지상 2층(서희스타힐스)),예식장,"매일/09:30 - 20:00
",등록된 메뉴가 없습니다.,02-941-7711
3010000-101-2015-00025,꾸왁칼국수, 주교동,3010000.0,서울특별시 중구 창경궁로 67-13 1층 (주교동),"칼국수,만두","일/정기휴무 (매주 일요일)
월/11:30 - 19:00/18:30 라스트오더
화/11:30 - 19:00/18:30 라스트오더
수/11:30 - 19:00/18:30 라스트오더
목/11:30 - 19:00/18:30 라스트오더
금/11:30 - 19:00/18:30 라스트오더
토/11:30 - 16:00/15:30 라스트오더
","칼만두국 : 8,000원
서리태콩국수 : 9,000원
김치볶음밥 : 7,000원
칼국수 : 7,000원
떡만두국 : 7,000원
접시만두 : 5,000원
비빔국수 : 7,000원
열무국수 : 7,000원
",02-6101-2808
