관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3230000-101-2019-00162,불티나, 석촌동,3230000.0,서울특별시 송파구 백제고분로40길 4 옥당빌딩 1층 105호 (석촌동),"맥주,호프","매일/16:00 - 새벽 01:00
","후라이드치킨 : 18,000원
돈가스 : 13,000원
새우튀김 : 15,000원
계란말이 : 12,000원
먹태 : 15,000원
노가리 : 12,000원
한치 : 15,000원
육포 : 12,000원
아귀포 : 13,000원
황도 : 10,000원
매운불닭발 : 13,000원
뼈없는닭발 : 13,000원
오돌뼈 : 13,000원
골뱅이 : 15,000원
묵은지닭볶음탕 : 35,000원
",02-412-1958
3240000-101-1998-06114,송가네 오리주물럭, 명일동,3240000.0,서울특별시 강동구 양재대로145길 20 (명일동),한식,등록된 영업시간이 없습니다.,"수육 : 22,000원
무침 : 22,000원
전골 : 20,000원
탕 : 12,000원
오리훈제(1마리) : 40,000원
",02-429-3342
3220000-101-2022-00899,랍스터바, 삼성동,3220000.0,서울특별시 강남구 테헤란로 517 현대백화점 지하1층 식품관 일부호 (삼성동),바닷가재요리,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3080000-101-2010-00111,안녕하세요 프로젝트, 미아동,3080000.0,서울특별시 강북구 도봉로8길 26 지층 (미아동),"맥주,호프",등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-6535-5055
3040000-101-2016-00236,고래맥주창고, 자양동,3040000.0,서울특별시 광진구 능동로 49 1층 114호 (자양동),"맥주,호프","매일/12:00 - 23:00
","맥주 : 6,900원
",070-4647-0601
3110000-101-2007-00191,가장맛있는족발, 불광동,3110000.0,서울특별시 은평구 불광로 111 1층 (불광동),"족발,보쌈","매일/12:00 - 새벽 01:00
","족발 뒷발(중) : 32,000원
족발 앞발(대) : 36,000원
반반족발(중,뒷발) : 37,000원
직화불족발(중) : 35,000원
가족의족보 : 58,000원
보쌈(대) : 34,000원
마늘족발(중,뒷발) : 35,000원
냉채족발 : 36,000원
실속족발(중,뒷발) : 27,000원
쟁반국수(소) : 7,000원
쟁반국수(대) : 12,000원
얼큰술국 : 10,000원
오뎅탕 : 12,000원
주먹밥 : 3,000원
메밀전병 : 5,000원
",02-354-5849
3160000-101-2020-00239,국수나무, 항동,3160000.0,서울특별시 구로구 서해안로 2102 솔보프라자 107호 (항동),국수,"월/11:00 - 20:30/15:00 - 17:00 브레이크타임/20:00 라스트오더
화/11:00 - 20:30/15:00 - 17:00 브레이크타임/20:00 라스트오더
수/11:00 - 20:30/15:00 - 17:00 브레이크타임/20:00 라스트오더
목/11:00 - 20:30/15:00 - 17:00 브레이크타임/20:00 라스트오더
금/11:00 - 20:30/15:00 - 17:00 브레이크타임/20:00 라스트오더
토/11:00 - 20:30/15:00 - 17:00 브레이크타임/20:00 라스트오더
일/11:00 - 20:30/15:00 - 17:00 브레이크타임/20:00 라스트오더
","국치정식 : 변동
국만정식 : 변동
힘찬정식 : 변동
진국정식 : 변동
뜨끈탕면정식 : 변동
뜨끈우동정식 : 변동
로제돈까스정식 : 11,000원
소치정식 : 변동
냉치정식 : 변동
옛날왕돈까스 : 8,400원
치즈돈까스 : 9,000원
로제돈까스 : 변동
아쿠아돈까스 : 9,500원
김치찌개돈까스 : 7,500원
생면국수 : 5,000원
",02-6342-2718
3160000-101-2008-00016,전주식당, 구로동,3160000.0,서울특별시 구로구 디지털로32나길 35 지하1층 (구로동),한정식,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-837-0017
3220000-101-2015-00828,아우라AURA, 역삼동,3220000.0,서울특별시 강남구 테헤란로38길 10 지상2층 (역삼동),양식,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-554-1174
3220000-101-2018-01226,풍, 신사동,3220000.0,서울특별시 강남구 도산대로51길 40 지하1층 (신사동),바(BAR),"월/정기휴무 (매주 월요일)
화/20:00 - 새벽 04:00
수/20:00 - 새벽 04:00
목/20:00 - 새벽 04:00
금/20:00 - 새벽 06:00
토/20:00 - 새벽 06:00
일/정기휴무 (매주 일요일)
","Long Island Iced Tea : 10,000원
Sex On The Beach : 10,000원
Blue Hawaii : 10,000원
Pina Colada : 10,000원
Blue Lagoon : 10,000원
Peach Coco : 10,000원
Peach Crush : 10,000원
Chi-Chi : 10,000원
Tequila Shot : 5,000원
Lemon Drop Shot : 5,000원
Vodka Shot : 5,000원
쏘맥 : 5,000원
Vodka Bomb : 8,000원
Peach Bomb : 8,000원
Tycu Bomb : 8,000원
",010-9946-0327
