관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3230000-101-2019-00457,닭강점, 가락동,3230000.0,서울특별시 송파구 송파대로 345 근린생활시설1A동 1050호 (가락동 헬리오시티),"치킨,닭강정","매일/11:00 - 22:30
","반반닭강정+기름떡볶이+콜라1.25(반반닭강정 L) : 24,500원
반반닭강정+기름떡볶이+콜라1.25(반반닭강정 F) : 28,500원
트리플닭강정 : 23,000원
반반메뉴(반반닭강정L) : 18,500원
반반메뉴(패밀리반반F) : 22,500원
매콤닭강정(맵기 강,중,약선택가능)(R) : 14,000원
매콤닭강정(맵기 강,중,약선택가능)(L) : 18,000원
매콤닭강정(맵기 강,중,약선택가능)(F) : 22,000원
달콤닭강정(R) : 14,000원
달콤닭강정(L) : 18,000원
달콤닭강정(F) : 22,000원
간장닭강정(R) : 14,000원
간장닭강정(L) : 18,000원
간장닭강정(F) : 22,000원
반반메뉴(반반닭강정L) : 18,500원
반반메뉴(패밀리반반F) : 22,500원
트리플닭강정(트리플) : 23,000원
강정반스틱(닭다리)반(강정+스틱) : 19,500원
반반윙봉 : 17,500원
달콤닭강정(R) : 14,000원
달콤닭강정(L) : 18,000원
달콤닭강정(F) : 22,000원
매콤닭강정(맵기 강,중,약선택가능)(L) : 18,000원
매콤닭강정(맵기 강,중,약선택가능)(F) : 22,000원
후라이드(R) : 13,000원
후라이드(L) : 17,000원
후라이드(F) : 21,000원
치즈콤보(R) : 15,000원
치즈콤보(L) : 19,000원
닭강정A SET) R+감자튀김+콜라500ml : 16,500원
닭강정B SET) L+감자튀김+콜라1.25L : 21,500원
닭강정C SET) R+웨지감자+콜라500ml : 17,500원
닭강정D SET) L+웨지감자+콜라1.25L : 22,500원
닭강정E SET) F+감자튀김+콜라1.25 : 25,500원
윙, 봉 후라이드(24p) : 17,000원
매콤 윙, 봉(24p) : 18,000원
달콤 윙, 봉(24p) : 18,000원
간장 윙, 봉(24p) : 18,000원
윙봉 12p+닭다리 5p : 18,000원
닭다리 후라이드 : 17,000원
매콤 닭다리 : 18,000원
달콤 닭다리 : 18,000원
간장 닭다리 : 18,000원
반반 닭다리 : 18,500원
콤보팩 A SET)닭다리2p +윙봉4p +감자튀김 : 9,000원
콤보팩 B SET)닭다리4p +윙봉8p +감자튀김 : 15,500원
콤보팩 C SET)닭다리5p +윙봉12p +감자튀김 : 18,500원
감자튀김 : 2,000원
감자웨지 : 3,000원
포테이토칩 : 3,000원
떡튀김 : 2,000원
치즈스틱 2p : 2,000원
뿌링뿌링치즈볼(5개) : 5,000원
수제치즈스틱(2개) : 2,000원
수제모짜렐라 치즈바(5개) : 3,000원
기름떡볶이 : 4,000원
치킨무 : 500원
떡추가(10개) : 1,000원
떡추가(20개) : 2,000원
고구마(8개) : 2,000원
모짜렐라 치즈튀김(5개) : 3,000원
음료(245ml 캔) : 1,000원
음료(500ml) : 1,500원
음료(1.25L) : 2,500원
",070-7208-8386
3230000-101-2022-00414,역전할머니맥주, 문정동,3230000.0,서울특별시 송파구 법원로 114 엠스테이트 제비동 1층 103호104호 (문정동),"맥주,호프","매일/15:00 - 새벽 03:00/새벽 02:00 라스트오더
","할맥500cc : 3,700원
역전하이볼 : 4,300원
치즈라볶이 : 9,000원
짜빠구리 : 9,000원
버터구이오징어입 : 8,000원
갈릭빠다포테이토 : 7,000원
살얼음파인애플 : 7,000원
30cm마약치즈돈까스 : 10,000원
",02-2283-1043
3080000-101-2022-00155,서래옥 설렁탕, 수유동,3080000.0,서울특별시 강북구 수유로 11 1층 (수유동),"곰탕,설렁탕","매일/10:00 - 20:00/16:00 - 17:00 브레이크타임/19:30 라스트오더
","설렁탕 : 10,000원
도가니탕 : 17,000원
꼬리곰탕 : 20,000원
순 녹두전(2장) : 8,000원
고기수육 : 35,000원
도가니수육 : 45,000원
모듬수육 : 60,000원
서리태콩국수 : 10,000원
",02-3491-1836
3100000-101-2022-00128,이와이, 공릉동,3100000.0,서울특별시 노원구 동일로179길 10 1층 (공릉동),이자카야,"화/18:00 - 새벽 01:00/새벽 00:30 라스트오더
수/18:00 - 새벽 01:00/새벽 00:30 라스트오더
목/18:00 - 새벽 01:00/새벽 00:30 라스트오더
금/18:00 - 새벽 01:30/새벽 01:00 라스트오더
토/18:00 - 새벽 01:30/새벽 01:00 라스트오더
일/18:00 - 새벽 01:00/새벽 00:30 라스트오더
월/18:00 - 새벽 01:00/새벽 00:30 라스트오더
","모리아와세(제철 모듬회/우니 별도) : 변동
시메사바(고등어 회) : 17,000원
사바보우즈시(고등어봉초밥) : 19,000원
스키야키 : 24,000원
어란파스타 : 18,000원
청어 이소베마끼 : 16,000원
",010-8073-0430
3240000-101-2018-00354,갓잇, 성내동,3240000.0,서울특별시 강동구 성안로 14 은성빌딩 1층 (성내동),"멕시코,남미음식","화/11:00 - 21:30/15:00 - 16:30 브레이크타임/20:30 라스트오더
수/11:00 - 21:30/15:00 - 16:30 브레이크타임/20:30 라스트오더
목/11:00 - 21:30/15:00 - 16:30 브레이크타임/20:30 라스트오더
금/11:00 - 21:30/15:00 - 16:30 브레이크타임/20:30 라스트오더
토/11:00 - 21:30/20:30 라스트오더
일/11:00 - 21:30/20:30 라스트오더
월/11:00 - 21:30/15:00 - 16:30 브레이크타임/20:30 라스트오더
","A 세트 (2인 추천) : 34,000원
B 세트 (2인 세트) : 37,000원
C 세트 (2인 추천) : 37,000원
타코 세트 (3인 추천) : 48,000원
패밀리세트 (4인 추천) : 67,000원
갓 보울 : 17,000원
갓 파히타 : 22,000원
갓 엔칠라다 : 22,000원
단품 및 사이드 디쉬 : 5,000원
애플모히토 : 5,000원
하와이안펀치 : 6,000원
데킬라하이볼 : 6,000원
데킬라선라이즈 : 7,000원
",02-485-9451
3090000-101-2007-00169,힘찬장어, 창동,3090000.0,서울특별시 도봉구 노해로69길 15-9 (창동(지상1층)),"장어,먹장어요리","화/10:00 - 23:00/22:00 라스트오더
수/10:00 - 23:00/22:00 라스트오더
목/10:00 - 23:00/22:00 라스트오더
금/10:00 - 23:00/22:00 라스트오더
토/10:00 - 23:00/22:00 라스트오더
일/10:00 - 23:00/22:00 라스트오더
월/10:00 - 23:00/22:00 라스트오더
","풍천장어1kg : 75,000원
장어보양탕 : 8,000원
산곰장어구이 : 17,000원
산곰장어양념 : 18,000원
",02-999-9975
3210000-101-2017-00514,토요커리, 반포동,3210000.0,서울특별시 서초구 사평대로53길 82 1층 103호 (반포동),아시아음식,"화/09:00 - 새벽 01:00/14:00 - 15:00 브레이크타임
수/09:00 - 새벽 01:00/14:00 - 15:00 브레이크타임
목/09:00 - 새벽 01:00/14:00 - 15:00 브레이크타임
금/09:00 - 새벽 01:00/14:00 - 15:00 브레이크타임
토/09:00 - 새벽 01:00/14:00 - 15:00 브레이크타임
일/정기휴무 (매주 일요일)
월/09:00 - 새벽 01:00/14:00 - 15:00 브레이크타임
","토요 커리 (파스타, 밥 선택~) : 9,000원
야채 토요 (브로콜리, 양파 식감 즥이네) : 10,500원
돈까스 토요 (큼직큼직) : 12,900원
가라아게 토요 : 11,400원
버섯 토요 (만가닥~~) : 10,500원
yesolheo 세트 (가라아게,치즈) : 12,000원
파이링 세트 (옥수수 야채 치즈 새튀) : 15,600원
뜰 세트 (야채 버섯x2 소세지) : 15,100원
알잘딱깔센 세트 (버섯 소세지 옥수수) : 12,600원
스프라이트 뚱캔 : 2,500원
'코카콜라' 뚱캔 : 2,500원
오로나민 씨 : 비타민 몰빵 : 1,500원
에쏘 포션(1샷) : 1,200원
에쏘 포션(2샷) : 1,500원
따듯한 커리 추가용~ : 6,000원
피타브레드 1장 추가용(일반) : 1,800원
피타브레드 1장 추가용(치즈) : 2,700원
냉동 250g 2팩 (밀키트) : 13,500원
토요 커리 (파스타, 밥 선택~) : 9,000원
야채 토요 (브로콜리, 양파 식감 즥이네) : 10,500원
버섯 토요 (만가닥~~) : 10,500원
돈까스 토요 (큼직큼직) : 12,900원
닭가슴살 토요 (수비드 JMT) : 11,700원
",02-599-0790
3180000-101-2012-00295,스고이 이자카야, 여의도동,3180000.0,서울특별시 영등포구 국회대로70길 15-1 극동브이아이피빌딩 2층 204-1호 (여의도동),일식당,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-785-7124
3180000-101-2021-00622,홍콩식당, 영등포동8가,3180000.0,서울특별시 영등포구 영중로 125 롯데빅마켓 2층 1호 (영등포동8가),중식당,"화/11:00 - 20:30/15:00 - 17:00 브레이크타임
수/11:00 - 20:30/15:00 - 17:00 브레이크타임
목/11:00 - 20:30/15:00 - 17:00 브레이크타임
금/11:00 - 20:30/15:00 - 17:00 브레이크타임
토/11:00 - 20:30/15:00 - 17:00 브레이크타임
일(8/28)/정기휴무 (매달 2, 4번째 일요일)
월/11:00 - 20:30/15:00 - 17:00 브레이크타임
","흑돼지차슈계란동세트(滑蛋叉燒套餐) BEST 1 : 18,000원
카레도가니갈비찜동세트(咖喱薯仔炆牛腩套餐) BEST 2 : 20,000원
아이스홍콩밀크티[正宗香港凍奶茶 ] : 4,900원
시그니쳐도가니갈비찜2인세트(炆牛筋腩) BEST(2인500g도가니갈비+굴소스야채+밥2) : 32,000원
시그니쳐도가니갈비찜2인세트(炆牛筋腩) BEST(3인700g도가니갈비+굴소스야채+밥3) : 42,000원
시그니쳐도가니갈비찜2인세트(炆牛筋腩) BEST(4인900g도가니갈비+굴소스야채+밥4) : 52,000원
20% OFF 쉬림프마파두부동세트(蝦仁麻婆豆腐套餐) : 15,800원
깐차우뉴허with수제고추소스.乾炒牛河 : 16,000원
20% OFF 쉬림프마파두부동세트(蝦仁麻婆豆腐套餐) : 15,800원
흑돼지차슈계란동세트(滑蛋叉燒套餐) BEST 1 : 18,000원
카레도가니갈비찜동세트(咖喱薯仔炆牛腩套餐) BEST 2 : 20,000원
어향가지동세트(魚香茄子套餐) BEST 3 : 17,000원
블랙페퍼 소고기동세트(黑椒牛肉套餐) : 18,000원
시그니쳐도가니갈비찜2인세트(炆牛筋腩) BEST(2인500g도가니갈비+굴소스야채+밥2) : 32,000원
시그니쳐도가니갈비찜2인세트(炆牛筋腩) BEST(3인700g도가니갈비+굴소스야채+밥3) : 42,000원
시그니쳐도가니갈비찜2인세트(炆牛筋腩) BEST(4인900g도가니갈비+굴소스야채+밥4) : 52,000원
둥지볶음면(自選香脆炸麵) : 18,000원
커리커리 씬누들with수제고추소스(星洲炒米) : 16,000원
40% OFF 쉬림프마파두부동(蝦仁麻婆豆腐飯) : 9,800원
New 오향우육면(五香牛肉面) : 15,000원
Best 1.흑돼지차슈계란동(滑蛋叉燒飯) : 15,000원
Best 2.카레도가니갈비찜동(咖喱薯仔炆牛腩飯) : 16,000원
Best 3.어향가지동(魚香茄子飯) : 14,000원
흑돼지허니차슈(西班牙黑毛豬叉燒) BEST(기본) : 18,000원
(Summer한정) 타이상큼빙닭 泰式酸辣雞(반마리) : 19,000원
시그니쳐빙닭(순살반마리) (姜蒜霸王雞) BEST(반마리) : 18,000원
마라빙닭(麻辣口水雞去骨)(반마리) : 19,000원
쉬림프마파두부(蝦仁麻婆豆腐) : 18,000원
고수피단두부탕(芫荽皮蛋豆腐肉片湯) : 28,000원
고수피단두부탕(芫荽皮蛋豆腐肉片湯)(소고기고수피단두부탕(嫩牛肉荽皮蛋豆腐湯) : 38,000원
고수피단두부탕(芫荽皮蛋豆腐肉片湯)(해물고수피단두부탕大蝦海鮮芫荽皮蛋豆腐湯) : 38,000원
(기간한정)운짜이치.上湯足料碗仔翅(1인분) : 5,000원
프렌치 토스트 (三色西多士配牛油糖漿)(1인분) : 7,000원
아이스수제레몬티[手搖錫蘭凍檸茶] : 4,900원
아이스홍콩밀크티[正宗香港凍奶茶 ] : 4,900원
레몬콜라 : 3,500원
콜라 : 2,000원
생강파소스(薑蔥油)(100ml) : 7,000원
생강파소스(薑蔥油)(300ml) : 15,000원
시그니쳐고추볶음소스(森哥炒辣椒醬)(100ml) : 7,000원
시그니쳐고추볶음소스(森哥炒辣椒醬)(300ml) : 15,000원
공기밥(白飯) : 1,000원
",010-2251-6328
3220000-101-2021-01534,헬키푸키, 신사동,3220000.0,서울특별시 강남구 언주로173길 19 지하1층 2호 (신사동),"다이어트,샐러드","화/10:00 - 20:00/15:00 - 16:00 브레이크타임
수/10:00 - 20:00/15:00 - 16:00 브레이크타임
목/10:00 - 20:00/15:00 - 16:00 브레이크타임
금/10:00 - 20:00/15:00 - 16:00 브레이크타임
토/10:00 - 20:00/15:00 - 16:00 브레이크타임
일/정기휴무 (매주 일요일)
월/10:00 - 20:00/15:00 - 16:00 브레이크타임
","키토김밥 : 6,000원
치즈 키토김밥 : 6,500원
크래미 키토김밥 : 6,500원
참치 키토김밥 : 6,500원
닭가슴살 키토김밥 : 7,000원
베이컨 키토김밥 : 7,000원
묵은지 참치 키토김밥 : 7,500원
연어 키토김밥 : 8,000원
제로사이다(235ml) : 1,500원
제로콜라(350ml) : 2,000원
칼로바이 프로틴 스파클링 : 3,500원
0칼로리 이온음료(비타민B+타우린) : 3,000원
0칼로리 이온음료(콜라겐+히얄루론산) : 3,000원
0칼로리 이온음료(기본) : 2,500원
뽀로로 어린이 음료수 235ml : 1,500원
",02-3757-4080
