관리번호,사업장명,동주소,자치단체코드,도로명주소,음식타입,영업시간,메뉴,업체전화번호
3000000-101-2000-11522,익선동 목장, 묘동,3000000.0,서울특별시 종로구 돈화문로 53 (묘동),"육류,고기요리","일/12:00 - 22:00/21:30 라스트오더
월/11:30 - 22:00/15:00 - 16:00 브레이크타임/21:30 라스트오더
화/11:30 - 22:00/15:00 - 16:00 브레이크타임/21:30 라스트오더
수/11:30 - 22:00/15:00 - 16:00 브레이크타임/21:30 라스트오더
목/11:30 - 22:00/15:00 - 16:00 브레이크타임/21:30 라스트오더
금/11:30 - 22:00/15:00 - 16:00 브레이크타임/21:30 라스트오더
토/12:00 - 22:00/21:30 라스트오더
","YBD 삼겹살(150g) : 15,000원
한우 채끝 1+(120g) : 28,000원
항정살(150g) : 18,000원
이베리코 갈비살(150g) : 15,000원
생갈매기살 (150g) : 15,000원
이베리코 플루마 (150g) : 18,000원
목장국밥(내장탕) : 9,500원
한우 차돌박이(120g) : 21,000원
이베리코 베요타 목살(150g) : 15,000원
갈비탕 : 12,000원
",02-742-4440
3160000-101-1999-07974,놀부부대.철판구이, 고척동,3160000.0,서울특별시 구로구 경인로47길 23 (고척동),"찌개,전골","매일/10:30 - 22:00
","치즈닭갈비 철판 : 12,000원
쭈꾸미삼겹 철판 : 13,000원
쭈꾸미 철판 : 12,000원
닭갈비 철판 : 10,000원
소곱창부대전골 : 27,500원
해물부대전골 : 27,500원
쭈곱새 : 12,000원
놀부부대 2인 : 21,000원
놀부부대 3인 : 29,500원
놀부부대 4인 : 36,500원
치즈부대 2인 : 21,000원
치즈부대 3인 : 29,500원
",02-2611-0082
3230000-101-2022-00513,아시아마트, 마천동,3230000.0,서울특별시 송파구 거마로22길 25 1층 1호 (마천동),수입식품,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,등록된 전화번호가 없습니다.
3130000-101-2021-00129,가배차, 창전동,3130000.0,서울특별시 마포구 독막로 147 1층 우측호 (창전동),"카페,디저트","매일/11:00 - 23:00
","음료&커피 : 변동
크로플 : 변동
",010-9227-9203
3150000-101-2022-00405,콤마바이, 마곡동,3150000.0,서울특별시 강서구 공항대로 186 로뎀타워 1층 109호 (마곡동),"카페,디저트","일/10:00 - 17:00
월/08:00 - 19:00
화/08:00 - 19:00
수/08:00 - 19:00
목/08:00 - 19:00
금/08:00 - 19:00
토/10:00 - 19:00
","콤마라떼 : 5,000원
오렌지푸딩에이드 : 5,000원
레몬에이드 : 4,000원
",02-6949-6698
3150000-101-2022-00452,국보급 냉면, 화곡동,3150000.0,서울특별시 강서구 가로공원로76가길 53 수창빌딩 1층 (화곡동),냉면,등록된 영업시간이 없습니다.,등록된 메뉴가 없습니다.,02-2606-1333
3110000-101-2010-00101,돈치킨, 응암동,3110000.0,서울특별시 은평구 응암로13길 2 1층 (응암동),"치킨,닭강정","매일/16:00 - 24:00
","구운 순살 치즈 불닭 : 23,000원
바베큐 치바로우 세트 : 23,000원
허니블랙페퍼 치킨 + 구운치킨 : 28,000원
청양숯불바베큐 치킨 + 구운치킨 : 28,000원
할라마요 치킨 + 구운치킨 : 28,000원
더블베이크 치킨 + 구운치킨 : 27,000원
허니블랙페퍼 치킨 : 20,000원
청양숯불바베큐 치킨 : 20,000원
할라마요 치킨 : 20,000원
더블베이크 치킨 : 19,000원
허니블랙페퍼 치킨 + 구운치킨 : 28,000원
구운치킨 치바로우 세트 : 22,000원
핫치킨 치바로우 세트 : 23,000원
마늘치킨 치바로우 세트 : 23,000원
데리야끼 치바로우 세트 : 23,000원
바베큐 치바로우 세트 : 23,000원
구운 순살 치킨 : 20,000원
구운 순살 파닭 치킨 : 21,000원
구운 순살 치즈 치킨 : 22,000원
구운 순살 치즈 불닭 : 23,000원
오~바삭 순살 치킨 : 22,000원
구운치킨+구운치킨 : 25,000원
구운치킨+구운바베큐치킨 : 26,000원
구운치킨+구운마늘치킨 : 26,000원
구운치킨+구운핫치킨 : 26,000원
구운치킨+구운데리야끼치킨 : 26,000원
구운 3닭치킨 : 24,000원
오~바삭 3닭치킨 : 24,000원
구운치킨+콤비네이션 피자(L) : 32,000원
구운치킨+고르곤졸라 피자(L) : 32,000원
구운치킨+불고기 피자(L) : 32,000원
오~바삭+콤비네이션 피자(L) : 33,000원
오~바삭+고르곤졸라 피자(L) : 33,000원
구운치킨 : 17,000원
구운마늘치킨 : 18,000원
구운바베큐치킨 : 18,000원
구운핫치킨 : 18,000원
구운데리야끼치킨 : 18,000원
구운 통다리 치킨 : 20,000원
구운 통날개 치킨 : 20,000원
구운 통다리+통날개 치킨 : 20,000원
오~바삭 통다리 치킨 : 21,000원
오~바삭 통날개 치킨 : 21,000원
콤비네이션 피자(L) : 17,000원
고르곤졸라 피자(L) : 17,000원
불고기 피자(L) : 17,000원
치즈볼 : 3,000원
케이준 양념감자 튀김 : 3,000원
구운 반건조 노가리(5마리) : 14,000원
치바로우(소) : 5,000원
골뱅이 무침 : 17,000원
파추가 : 2,000원
치즈추가 : 2,000원
떡사리 추가 : 1,000원
매운소스(봉) 추가, 30g : 500원
마늘소스(봉) 추가, 30g : 500원
구운 핫치킨 맛으로 변경 : 1,000원
구운 마늘치킨 맛으로 변경 : 1,000원
구운 데리야끼치킨 맛으로 변경 : 1,000원
구운 바베큐 맛으로 변경 : 1,000원
구운 허니마라치킨 맛으로 변경 : 2,000원
",02-309-0092
3140000-101-2022-00207,비에이치씨, 신월동,3140000.0,서울특별시 양천구 화곡로 41 1층 (신월동),"치킨,닭강정","매일/12:00 - 24:00
","치퐁당 후라이드 : 20,000원
치퐁당 후라이드+분모자 로제 떡볶이 : 25,500원
골드킹 콤보 : 20,000원
뿌링클 콤보 : 20,000원
맛초킹 콤보 : 20,000원
뿌링클 : 18,000원
맛초킹 : 18,000원
단팥 트위스트 : 5,000원
크림치즈 트위스트 : 5,500원
치퐁당 후라이드 : 20,000원
치퐁당 윙 : 22,000원
치퐁당 스틱 : 22,000원
골드킹 윙 : 20,000원
뿌링맵소킹 콤보 : 20,000원
뿌링맵소킹 윙 : 20,000원
뿌링맵소킹 스틱 : 20,000원
양념맵소킹 콤보 : 20,000원
맛초킹 홀 닭가슴살 : 3,500원
맛초킹 찹 닭가슴살 : 3,500원
뿌링클 찹 닭가슴살 : 3,500원
뿌링클 홀 닭가슴살 : 3,500원
bhc 멍쿠키 : 4,000원
뿌링클HOT : 19,000원
뿌링클 : 18,000원
순살뿌링클 : 20,000원
순살뿌링클HOT : 20,900원
골드킹 순살 : 20,000원
골드킹 : 17,000원
순살맛초킹 : 20,000원
맛초킹 : 18,000원
레드킹 : 19,000원
레드킹순살 : 20,900원
커리퀸 : 18,000원
순살커리퀸 : 20,000원
하바네로 포테킹 후라이드 : 20,000원
매운맛양념치킨 : 19,000원
바삭클 : 16,000원
순살바삭클 : 19,000원
양념치킨 : 18,000원
양념맵소킹 : 18,000원
양념맵소킹 순살 : 20,000원
뿌링맵소킹 순살 : 20,000원
뿌링맵소킹 : 18,000원
콜팝치킨 : 3,000원
미니콜팝 : 3,000원
빅콜팝 : 11,500원
왕콜팝 : 4,500원
뿌링콜팝 : 3,500원
분모자 로제 떡볶이 : 5,500원
케이준프라이 : 3,500원
달콤바삭치즈볼 : 5,000원
뿌링치즈스틱 : 4,500원
치킨무 : 500원
뿌링클+단팥 트위스트 : 23,000원
골드킹+단팥 트위스트 : 22,000원
맛초킹+단팥 트위스트 : 23,000원
치퐁당 후라이드+단팥 트위스트 : 25,000원
후라이드+단팥 트위스트 : 22,000원
콜라 1.25L : 2,500원
코카콜라 1.25L : 2,500원
콜라 500ml : 2,000원
코카콜라 500ml : 2,000원
콜라 355ml : 1,500원
",02-2690-7992
3110000-101-2006-00291,지호한방삼계탕, 갈현동,3110000.0,서울특별시 은평구 서오릉로 222 2층 (갈현동),"백숙,삼계탕","일/10:00 - 22:00
월/10:00 - 22:00
화/10:00 - 22:00
수/10:00 - 22:00
목/10:00 - 22:00
금/10:00 - 22:00
토/10:00 - 22:00
","건강한방삼계탕 : 17,000원
미용한방삼계탕 : 17,000원
죽한방삼계탕 : 18,000원
얼큰한방삼계탕 : 18,000원
옻한방삼계탕 : 19,000원
헛개한방삼계탕 : 19,000원
들깨한방삼계탕 : 22,000원
녹두한방삼계탕 : 22,000원
흑마늘한방삼계탕 : 23,000원
흑삼한방삼계탕 : 29,000원
천마오리보양탕 : 80,000원
능이전복보양찜 : 70,000원
영월묵은지닭도리탕 : 45,000원
오리닭가슴살떡갈비 : 15,000원
불닭발 : 25,000원
",02-355-2110
3110000-101-2016-00061,베트남쌀국수, 응암동,3110000.0,서울특별시 은평구 가좌로7다길 2-1 (응암동 1층),베트남음식,"매일/11:00 - 20:00
","양지쌀국수 : 7,000원
얼큰쌀국수 : 7,000원
반쎄우 : 7,000원
월남쌈 : 6,000원
반미 : 5,000원
소고기쌀국수 : 7,000원
매운 소고기 쌀국수 : 7,000원
베트남볶음밥 : 7,000원
분짜(비빔쌀국수) : 7,000원
분리오 : 7,000원
생코코넛 : 4,000원
코코넛주스 : 2,000원
콜라 : 2,000원
사이다 : 2,000원
베트남커피 : 4,000원
",등록된 전화번호가 없습니다.
